,,,,,,How important were each of the following factors in making it possible for you to acquire a PEV?,,,,,,,,,,,,
County,Lease/Purchase,Vehicle Category,Make,4) Which of these factors was the most important reason why you decided to acquire a PEV? If it is not listed please describe it.,Other (please explain):Which of these factors was the most important reason why you decided to acquire a PEV?,5a) Federal Tax Incentives,5b) State Rebate (CVRP),5c) The option to lease a PEV,5d) Access to workplace charging,5e) Other incentive program,6) Have you already or will you be applying for an HOV lane sticker?,Disadvantaged Community,Weight,,,,,
San Bernardino,Lease,BEV,Nissan,1,,5,1,1,1,1,1,0,0.948950723,,,,,
Contra Costa,Lease,PHEV,Ford,1,,,,,,,1,0,1.201547457,,,,,
Alameda,Lease,PHEV,Ford,1,,4,4,4,5,4,1,0,1.095713627,,,,,
Solano,Lease,BEV,FIAT,1,,5,5,5,2,5,1,0,0.926802146,,,,,
Stanislaus,Purchase,BEV,Tesla,1,,5,5,,,5,1,0,0.629001214,,,,,
Santa Clara,Lease,BEV,FIAT,1,,1,4,5,1,2,1,0,1.127837307,,,,,
San Bernardino,Lease,PHEV,Ford,1,,4,4,4,4,4,1,1,0.990973182,,,,,
San Mateo,Lease,BEV,Nissan,1,,5,4,4,4,5,1,0,1.207304629,,,,,
San Bernardino,Lease,BEV,Other,1,,5,5,5,1,5,1,0,0.795044329,,,,,
Los Angeles,Lease,PHEV,Ford,1,,4,4,4,2,1,1,0,1.220057514,,,,,
San Joaquin,Purchase,PHEV,Toyota,1,,5,4,2,5,5,1,0,0.909563225,,,,,
Alameda,Lease,PHEV,Ford,1,,4,3,4,1,3,1,0,1.24836566,,,,,
Santa Clara,Lease,BEV,Other,1,,5,5,4,5,5,1,0,0.873075616,,,,,
Fresno,Lease,BEV,FIAT,1,,4,4,4,1,4,0,0,0.965836393,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,4,3,4,1,0,1.226416004,,,,,
Los Angeles,Lease,BEV,Other,1,,5,5,5,3,4,1,0,1.068775263,,,,,
Los Angeles,Lease,BEV,Other,1,,5,5,3,4,4,1,0,0.991175949,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,1,1,0,1.109838005,,,,,
San Mateo,Purchase,PHEV,Ford,1,,5,5,5,1,1,1,0,0.958641189,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,3,1,0,1.109838005,,,,,
Contra Costa,Lease,BEV,FIAT,1,,5,5,5,1,5,1,0,1.093000139,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,1.224368966,,,,,
Humboldt,Purchase,PHEV,Toyota,1,,3,3,1,3,2,0,0,1.012534504,,,,,
Fresno,Lease,BEV,FIAT,1,,3,5,4,1,5,0,0,0.965836393,,,,,
Sacramento,Lease,BEV,Nissan,1,,5,5,3,1,1,1,0,0.737660141,,,,,
Santa Clara,Lease,BEV,Other,1,,5,5,5,1,1,1,0,1.007250795,,,,,
San Mateo,Lease,PHEV,Chevrolet,1,,5,5,5,5,,1,1,1.258371031,,,,,
San Mateo,Lease,BEV,FIAT,1,,5,5,5,1,5,1,0,1.112118355,,,,,
Humboldt,Purchase,PHEV,Ford,1,,5,5,1,5,5,1,0,0.650394585,,,,,
Alameda,Lease,BEV,Other,1,,4,4,4,4,4,1,0,0.856545448,,,,,
San Francisco,Purchase,PHEV,Ford,1,,,5,,,5,1,0,0.821472054,,,,,
Contra Costa,Lease,BEV,Nissan,1,,4,5,4,5,3,1,0,1.131070625,,,,,
Los Angeles,Lease,BEV,FIAT,1,,1,5,5,4,3,1,0,1.109838005,,,,,
Los Angeles,Lease,BEV,BMW,1,,5,5,5,5,4,1,0,0.897995433,,,,,
Contra Costa,Purchase,BEV,Nissan,1,,5,5,2,4,3,1,0,0.886898844,,,,,
Orange,Lease,BEV,FIAT,1,,4,4,4,4,4,1,0,1.129722952,,,,,
El Dorado,Purchase,BEV,Chevrolet,1,,4,4,1,1,1,1,0,0.480941482,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.109838005,,,,,
Los Angeles,Purchase,PHEV,Ford,1,,5,,,,,1,0,0.839691812,,,,,
Los Angeles,Lease,BEV,Tesla,1,,5,5,4,1,3,1,0,1.217875474,,,,,
Orange,Lease,BEV,BMW,1,,5,5,5,5,5,1,0,0.895450936,,,,,
Los Angeles,Lease,PHEV,Ford,1,,3,3,5,1,2,1,0,1.220057514,,,,,
Ventura,Purchase,PHEV,Chevrolet,1,,4,,,,4,0,0,0.802183533,,,,,
Orange,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.129722952,,,,,
San Diego,Lease,PHEV,Ford,1,,2,3,2,2,3,1,0,1.004423684,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,4,1,1,1,0,1.109838005,,,,,
San Luis Obispo,Purchase,PHEV,Other,1,,5,5,1,3,2,1,0,0.514183584,,,,,
San Bernardino,Lease,PHEV,Ford,1,,4,1,4,1,1,1,0,0.990973182,,,,,
Orange,Lease,PHEV,Ford,1,,,,5,,,1,0,1.090053748,,,,,
San Diego,Purchase,BEV,Other,1,,5,5,1,1,1,1,0,0.639840552,,,,,
Los Angeles,Lease,BEV,Other,1,,4,4,4,4,4,0,0,1.068775263,,,,,
Santa Clara,Lease,PHEV,Ford,1,,5,5,5,2,4,1,0,1.239844351,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,5,4,4,1,0,1.224368966,,,,,
Sacramento,Purchase,PHEV,Chevrolet,1,,4,4,1,3,1,1,0,0.708338203,,,,,
Santa Clara,Lease,BEV,FIAT,1,,4,3,5,4,3,1,0,1.127837307,,,,,
Sacramento,Purchase,BEV,Chevrolet,1,,4,4,1,2,4,0,0,0.495216708,,,,,
Santa Clara,Lease,BEV,Nissan,1,,4,4,4,4,3,1,0,1.224368966,,,,,
Alameda,Lease,BEV,Nissan,1,,4,4,4,5,2,1,0,1.232783915,,,,,
Orange,Purchase,PHEV,Toyota,1,,5,5,2,4,5,1,1,1.33065415,,,,,
Los Angeles,Lease,BEV,Other,1,,5,5,5,5,5,1,0,0.859142089,,,,,
Orange,Purchase,BEV,Other,1,,5,5,3,3,3,1,0,0.791129319,,,,,
Los Angeles,Lease,PHEV,Ford,1,,3,1,3,1,1,1,0,1.220057514,,,,,
Orange,Lease,PHEV,Ford,1,,3,3,4,2,3,1,0,1.241917261,,,,,
Alameda,Purchase,PHEV,Toyota,1,,5,5,,5,,1,0,1.337563297,,,,,
Alameda,Purchase,PHEV,Chevrolet,1,,5,5,,5,5,0,0,1.007542027,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.109838005,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,5,5,,,,1,0,0.810659174,,,,,
Contra Costa,Purchase,PHEV,Toyota,1,,4,4,4,4,4,1,0,1.287399861,,,,,
Solano,Lease,BEV,Nissan,1,,4,4,4,4,4,1,0,0.856337082,,,,,
Riverside,Purchase,PHEV,Toyota,1,,2,2,1,3,2,1,1,1.130911067,,,,,
Riverside,Lease,BEV,FIAT,1,,5,5,5,2,5,1,0,0.960141438,,,,,
Los Angeles,Lease,BEV,Ford,1,,5,5,5,5,5,1,0,0.963824658,,,,,
Santa Clara,Lease,BEV,Nissan,1,,3,4,4,4,3,1,0,1.224368966,,,,,
Santa Clara,Lease,PHEV,Ford,1,,3,5,5,4,3,1,0,1.239844351,,,,,
Orange,Purchase,PHEV,Toyota,1,,5,5,1,1,1,1,0,1.33065415,,,,,
San Diego,Lease,BEV,Other,1,,4,4,3,2,1,1,0,0.81599481,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,1,3,3,1,1,1,0,1.255790796,,,,,
Santa Clara,Lease,BEV,Other,1,,4,5,5,5,5,1,0,0.850698693,,,,,
Riverside,Lease,BEV,Chevrolet,1,,5,5,5,5,5,0,0,0.759534561,,,,,
Santa Clara,Lease,BEV,Other,1,,5,4,3,5,3,1,0,0.873075616,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,1,2,1,1,0,0.984694837,,,,,
Los Angeles,Lease,PHEV,Ford,1,,1,1,1,5,1,1,0,1.070867044,,,,,
Orange,Purchase,BEV,Tesla,1,,3,4,1,1,4,1,0,0.972074631,,,,,
Humboldt,Purchase,PHEV,Toyota,1,,2,3,3,2,1,1,0,1.012534504,,,,,
Los Angeles,Lease,PHEV,Ford,1,,3,3,4,3,1,1,0,1.070867044,,,,,
Los Angeles,Lease,PHEV,Ford,1,,3,3,3,3,3,1,1,1.220057514,,,,,
Sacramento,Lease,BEV,Nissan,1,,2,5,5,4,4,1,0,0.866691334,,,,,
Los Angeles,Purchase,PHEV,Toyota,1,,5,5,,,,0,0,1.30723249,,,,,
Contra Costa,Purchase,PHEV,Toyota,1,,5,5,1,1,5,1,0,1.287399861,,,,,
Alameda,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,1.232783915,,,,,
Orange,Purchase,PHEV,Chevrolet,1,,5,5,1,5,5,1,0,1.002337596,,,,,
Fresno,Purchase,PHEV,Ford,1,,5,5,4,1,5,0,0,0.7307417,,,,,
San Joaquin,Purchase,PHEV,Toyota,1,,4,4,1,3,4,1,0,0.909563225,,,,,
Stanislaus,Purchase,PHEV,Chevrolet,1,,5,5,1,3,5,1,0,0.648583498,,,,,
Contra Costa,Purchase,BEV,Tesla,1,,2,2,2,1,1,1,0,0.94047634,,,,,
San Diego,Lease,PHEV,Chevrolet,1,,1,4,4,1,1,1,0,1.033841441,,,,,
Orange,Lease,BEV,BMW,1,,4,4,4,4,5,1,0,0.9140848,,,,,
Santa Clara,Lease,BEV,Nissan,1,,4,4,4,4,5,1,0,1.224368966,,,,,
Riverside,Lease,BEV,Other,1,,4,4,4,5,4,0,0,0.743259752,,,,,
Orange,Lease,BEV,Other,1,,5,5,5,5,,1,0,0.852120986,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,5,5,,4,4,1,0,1.000664573,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,4,5,5,1,0,1.224368966,,,,,
San Francisco,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.085756575,,,,,
Mendocino,Lease,BEV,Toyota,1,,3,4,5,1,5,1,0,0.492074573,,,,,
Alameda,Lease,BEV,BMW,1,,5,5,5,5,2,1,0,0.918830997,,,,,
Ventura,Lease,PHEV,Chevrolet,1,,,5,5,,,0,0,1.023032375,,,,,
Los Angeles,Lease,PHEV,Ford,1,,3,3,5,4,1,1,1,1.220057514,,,,,
Alameda,Purchase,PHEV,Toyota,1,,5,4,1,3,5,1,0,1.337563297,,,,,
Los Angeles,Lease,PHEV,Ford,1,,3,3,4,4,3,1,0,1.220057514,,,,,
Los Angeles,Purchase,BEV,Nissan,1,,5,5,1,3,2,1,0,0.804084476,,,,,
San Luis Obispo,Purchase,BEV,Nissan,1,,5,5,3,1,5,0,0,0.562587989,,,,,
Los Angeles,Lease,BEV,Other,1,,5,5,5,4,,1,0,0.859142089,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,1,3,4,1,1,1,0,1.255790796,,,,,
Santa Cruz,Lease,BEV,FIAT,1,,,5,5,,,1,0,0.914597327,,,,,
Orange,Purchase,BEV,Ford,1,,5,5,1,5,1,1,0,0.769298273,,,,,
Los Angeles,Lease,BEV,Chevrolet,1,,4,5,5,2,4,1,1,0.877954319,,,,,
Mariposa,Purchase,BEV,Other,1,,3,3,1,5,1,0,0,0.433941363,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,1,1,1,1,1,1,0,1.255790796,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,2,5,1,0,1.109838005,,,,,
Los Angeles,Lease,PHEV,Toyota,1,,4,4,3,2,4,1,0,1.667126168,,,,,
Orange,Lease,BEV,Other,1,,5,5,5,5,1,1,0,0.852120986,,,,,
San Francisco,Lease,PHEV,Ford,1,,4,4,3,3,4,1,0,1.193584525,,,,,
Alameda,Lease,BEV,Nissan,1,,5,5,5,4,5,1,0,1.232783915,,,,,
Ventura,Purchase,PHEV,Chevrolet,1,,4,4,1,1,1,1,0,0.802183533,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,4,3,,1,0,0.984694837,,,,,
Sonoma,Purchase,PHEV,Chevrolet,1,,5,5,1,3,5,1,0,0.794840107,,,,,
Los Angeles,Purchase,BEV,Other,1,,5,5,1,4,3,1,1,0.673673339,,,,,
Orange,Purchase,PHEV,Ford,1,,4,4,3,3,2,1,0,0.854736554,,,,,
Contra Costa,Purchase,BEV,Ford,1,,5,5,,5,5,1,0,0.744291437,,,,,
Santa Clara,Purchase,BEV,Nissan,1,,5,5,3,5,2,1,0,0.960056248,,,,,
Sacramento,Purchase,BEV,Nissan,1,,5,5,2,4,4,0,0,0.679592878,,,,,
Santa Clara,Lease,PHEV,Ford,1,,4,4,4,2,,1,0,1.239844351,,,,,
San Francisco,Purchase,BEV,Nissan,1,,5,5,3,3,,1,0,0.924235594,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,5,5,,,,1,0,0.810659174,,,,,
Alameda,Purchase,PHEV,Toyota,1,,4,4,1,2,3,1,0,1.337563297,,,,,
Orange,Purchase,PHEV,Toyota,1,,1,1,1,1,1,1,0,1.33065415,,,,,
San Mateo,Purchase,BEV,Tesla,1,,4,4,1,1,3,1,0,0.956926686,,,,,
Orange,Purchase,PHEV,Ford,1,,5,5,,,,1,0,0.973816275,,,,,
Contra Costa,Lease,BEV,Other,1,,,5,5,5,,1,0,1.052560379,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,5,5,1,3,1,1,0,0.810659174,,,,,
Ventura,Lease,BEV,Nissan,1,,4,3,5,4,2,1,0,0.935623628,,,,,
Los Angeles,Purchase,BEV,Tesla,1,,4,4,2,5,4,1,0,0.954964549,,,,,
Los Angeles,Lease,PHEV,Ford,1,,5,5,5,5,5,1,0,1.220057514,,,,,
San Bernardino,Lease,BEV,Chevrolet,1,,4,3,3,1,3,1,1,0.81245304,,,,,
Alameda,Lease,BEV,FIAT,1,,,,,,,,0,1.135588805,,,,,
Orange,Lease,PHEV,Chevrolet,1,,4,4,5,2,5,1,0,1.278290776,,,,,
San Joaquin,Lease,PHEV,Ford,1,,5,5,5,2,,1,0,0.848907486,,,,,
Contra Costa,Purchase,BEV,Tesla,1,,,5,,,,1,0,0.94047634,,,,,
Santa Clara,Purchase,BEV,Nissan,1,,5,5,1,1,,1,0,0.960056248,,,,,
Orange,Lease,BEV,Chevrolet,1,,5,5,5,1,3,1,0,0.89368461,,,,,
Tulare,Purchase,BEV,Ford,1,,5,5,1,3,5,0,1,0.521151462,,,,,
Los Angeles,Purchase,PHEV,Toyota,1,,3,3,1,1,1,1,0,1.30723249,,,,,
San Mateo,Lease,BEV,Nissan,1,,5,4,2,2,1,0,0,1.207304629,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,3,3,2,1,0,1.109838005,,,,,
Orange,Lease,BEV,Nissan,1,,3,3,4,2,2,1,0,1.043829753,,,,,
Los Angeles,Purchase,PHEV,Toyota,1,,2,3,1,2,,1,0,1.30723249,,,,,
San Diego,Purchase,BEV,Tesla,1,,5,5,1,1,1,1,0,0.786183438,,,,,
Ventura,Lease,BEV,Ford,1,,4,4,4,4,1,0,0,0.785181602,,,,,
Merced,Lease,BEV,FIAT,1,,1,5,5,2,5,0,0,0.545500195,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.109838005,,,,,
Ventura,Purchase,PHEV,Ford,1,,5,5,1,3,5,1,0,0.779357557,,,,,
Kern,Lease,BEV,FIAT,1,,5,5,,,,1,1,0.995103956,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,4,5,4,1,0,1.109838005,,,,,
Sacramento,Lease,BEV,FIAT,1,,3,5,4,5,4,1,0,0.798359683,,,,,
Alameda,Lease,BEV,Nissan,1,,5,5,4,2,2,1,0,1.175142704,,,,,
Orange,Purchase,PHEV,Ford,1,,5,5,2,4,5,1,1,0.973816275,,,,,
Santa Clara,Lease,BEV,FIAT,1,,5,5,5,5,1,1,0,1.127837307,,,,,
Santa Clara,Lease,BEV,Chevrolet,1,,1,4,5,1,1,1,0,0.892192942,,,,,
Riverside,Purchase,PHEV,Ford,1,,5,3,1,3,5,1,0,0.827637747,,,,,
Los Angeles,Lease,PHEV,Ford,1,,3,3,3,4,3,1,0,1.070867044,,,,,
Santa Clara,Lease,BEV,FIAT,1,,3,5,5,1,1,1,0,1.127837307,,,,,
Fresno,Lease,BEV,FIAT,1,,1,5,5,5,5,1,0,0.965836393,,,,,
Stanislaus,Lease,PHEV,Ford,1,,5,5,4,1,5,0,0,0.803608529,,,,,
Los Angeles,Purchase,PHEV,Other,1,,5,5,1,4,5,1,1,0.863450739,,,,,
San Luis Obispo,Purchase,BEV,Tesla,1,,1,1,1,1,1,0,0,0.534713051,,,,,
San Mateo,Lease,BEV,FIAT,1,,4,4,5,2,3,1,0,1.112118355,,,,,
Los Angeles,Lease,BEV,Other,1,,1,3,5,2,1,1,0,1.068775263,,,,,
Orange,Lease,BEV,Other,1,,5,5,5,4,,1,0,0.874535321,,,,,
Los Angeles,Purchase,BEV,Nissan,1,,5,5,1,5,5,1,0,0.804084476,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,5,5,1,3,2,1,0,0.810659174,,,,,
San Diego,Purchase,BEV,BMW,1,,5,5,3,3,5,1,0,0.579689099,,,,,
Los Angeles,Purchase,PHEV,Toyota,1,,3,3,1,1,1,1,0,1.30723249,,,,,
Riverside,Lease,BEV,Other,1,,4,4,4,5,4,1,0,0.724210009,,,,,
Riverside,Lease,BEV,Nissan,1,,4,4,4,4,4,1,0,0.993584298,,,,,
San Mateo,Lease,BEV,FIAT,1,,5,5,5,2,5,1,0,1.112118355,,,,,
Los Angeles,Lease,PHEV,Ford,1,,4,4,3,,3,1,0,1.220057514,,,,,
Santa Barbara,Lease,BEV,BMW,1,,5,5,5,5,5,1,0,0.652220171,,,,,
Fresno,Lease,BEV,Chevrolet,1,,1,5,5,1,5,0,1,0.764039643,,,,,
Alameda,Purchase,BEV,Tesla,1,,5,5,5,5,5,1,0,0.918759097,,,,,
San Mateo,Lease,BEV,Other,1,,5,5,5,5,5,1,0,0.993212488,,,,,
Los Angeles,Lease,BEV,Other,1,,5,5,4,2,5,1,0,1.068775263,,,,,
San Bernardino,Purchase,PHEV,Ford,1,,5,5,,,,1,0,0.885301128,,,,,
Alameda,Lease,BEV,FIAT,1,,3,5,5,4,3,1,0,1.135588805,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,5,5,3,5,5,1,0,1.000664573,,,,,
Contra Costa,Purchase,BEV,Ford,1,,5,5,1,4,5,1,0,0.744291437,,,,,
Los Angeles,Purchase,BEV,Tesla,1,,4,4,2,4,5,1,0,0.954964549,,,,,
Kern,Lease,BEV,FIAT,1,,5,5,5,2,5,0,1,0.995103956,,,,,
Los Angeles,Lease,BEV,Chevrolet,1,,5,5,5,2,,1,0,0.877954319,,,,,
San Joaquin,Purchase,PHEV,Chevrolet,1,,5,5,1,1,5,1,1,0.685143781,,,,,
Napa,Purchase,PHEV,Ford,1,,5,5,1,1,1,1,0,0.712292664,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,,,1,0,1.109838005,,,,,
Sacramento,Lease,BEV,FIAT,1,,4,2,4,2,1,1,0,0.798359683,,,,,
Orange,Purchase,PHEV,Toyota,1,,5,5,1,3,5,1,0,1.33065415,,,,,
Orange,Purchase,PHEV,Toyota,1,,3,3,,,,1,0,1.33065415,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,1,1,1,0,1.109838005,,,,,
Contra Costa,Purchase,PHEV,Toyota,1,,5,5,2,5,3,1,0,1.287399861,,,,,
Kern,Lease,BEV,FIAT,1,,5,5,3,5,5,0,1,0.995103956,,,,,
Sacramento,Lease,BEV,Other,1,,4,4,4,5,,1,0,0.768821284,,,,,
Stanislaus,Purchase,PHEV,Ford,1,,4,4,2,2,2,1,1,0.553075158,,,,,
Fresno,Lease,BEV,FIAT,1,,5,5,4,1,,0,0,0.965836393,,,,,
Placer,Lease,PHEV,Chevrolet,1,,4,4,4,4,4,1,0,0.972533891,,,,,
Kern,Purchase,PHEV,Ford,1,,4,3,3,4,4,0,0,0.752885232,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,2,5,1,0,1.109838005,,,,,
Ventura,Lease,BEV,Chevrolet,1,,5,5,5,,,1,0,0.715227166,,,,,
Santa Clara,Purchase,BEV,Tesla,1,,4,4,1,3,2,1,0,0.970452121,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,5,5,5,5,1,0,1.255790796,,,,,
Ventura,Lease,BEV,Other,1,,1,1,1,1,5,1,0,0.487453971,,,,,
Solano,Lease,PHEV,Ford,1,,3,2,5,1,3,1,1,1.018844117,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,1,5,1,0,1.109838005,,,,,
Los Angeles,Purchase,PHEV,Toyota,1,,5,4,4,4,4,1,1,1.30723249,,,,,
Ventura,Lease,BEV,FIAT,1,,4,4,4,3,2,1,0,0.904131654,,,,,
Los Angeles,Lease,BEV,Tesla,1,,,,5,,,1,0,1.217875474,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,5,5,,1,0,1.224368966,,,,,
Los Angeles,Purchase,PHEV,Ford,1,,4,5,1,4,4,1,0,0.956675537,,,,,
San Mateo,Purchase,BEV,Tesla,1,,4,4,2,3,4,1,0,0.956926686,,,,,
Sacramento,Lease,BEV,FIAT,1,,5,5,5,5,3,1,0,0.798359683,,,,,
Ventura,Lease,BEV,Chevrolet,1,,2,5,5,1,3,1,0,0.715227166,,,,,
San Diego,Lease,BEV,Other,1,,1,5,4,1,1,0,0,0.879879166,,,,,
Orange,Lease,PHEV,Ford,1,,3,3,5,1,1,1,0,1.090053748,,,,,
Sacramento,Purchase,PHEV,Toyota,1,,5,5,1,5,5,1,0,0.940354999,,,,,
Santa Clara,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.127837307,,,,,
Orange,Purchase,PHEV,Ford,1,,4,4,1,4,1,1,0,0.973816275,,,,,
Orange,Lease,BEV,FIAT,1,,1,5,5,1,1,1,0,1.129722952,,,,,
Alameda,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,1.232783915,,,,,
Orange,Purchase,PHEV,Toyota,1,,4,4,4,4,4,1,0,1.33065415,,,,,
San Mateo,Purchase,BEV,Tesla,1,,4,5,2,3,4,1,0,0.956926686,,,,,
Los Angeles,Purchase,PHEV,Other,1,,5,4,2,4,5,1,0,0.863450739,,,,,
Santa Clara,Lease,BEV,Nissan,1,,4,4,4,3,3,1,0,1.042087475,,,,,
Orange,Lease,PHEV,Ford,1,,1,3,5,1,3,1,0,1.090053748,,,,,
Los Angeles,Lease,BEV,FIAT,1,,3,4,2,3,1,1,0,1.109838005,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,4,3,2,1,0,1.043829753,,,,,
Ventura,Purchase,BEV,Tesla,1,,5,5,1,3,4,1,0,0.777963697,,,,,
Santa Clara,Lease,BEV,FIAT,1,,5,5,5,3,3,1,0,1.127837307,,,,,
Contra Costa,Lease,BEV,FIAT,1,,5,5,5,5,4,1,0,1.093000139,,,,,
San Luis Obispo,Lease,BEV,FIAT,1,,4,4,4,4,4,0,0,0.660906821,,,,,
San Diego,Lease,PHEV,Ford,1,,4,4,3,1,1,0,0,0.881601244,,,,,
Los Angeles,Purchase,PHEV,Ford,1,,5,5,1,1,4,1,0,0.839691812,,,,,
Los Angeles,Lease,BEV,BMW,1,,5,5,5,1,5,1,0,0.897995433,,,,,
Placer,Purchase,PHEV,Ford,1,,1,2,1,1,1,1,0,0.740887244,,,,,
Santa Barbara,Lease,BEV,FIAT,1,,4,4,5,5,4,1,0,0.822857028,,,,,
Santa Clara,Lease,PHEV,Toyota,1,,1,3,3,1,1,1,0,1.694163543,,,,,
Ventura,Lease,BEV,BMW,1,,3,3,4,4,3,1,0,0.731553698,,,,,
Los Angeles,Lease,BEV,Tesla,1,,5,5,5,5,5,1,0,1.217875474,,,,,
Los Angeles,Purchase,BEV,Tesla,1,,2,3,,1,2,,0,0.954964549,,,,,
Santa Clara,Lease,PHEV,Ford,1,,5,5,5,5,1,1,0,1.088234316,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,4,4,5,4,5,1,0,1.255790796,,,,,
Orange,Purchase,PHEV,Toyota,1,,4,4,1,1,4,1,0,1.33065415,,,,,
Contra Costa,Lease,BEV,BMW,1,,2,2,5,5,2,1,0,0.884371529,,,,,
Alameda,Lease,BEV,FIAT,1,,3,1,2,2,1,1,0,1.135588805,,,,,
San Joaquin,Purchase,PHEV,Ford,1,,4,4,4,4,3,1,0,0.665648149,,,,,
San Francisco,Lease,BEV,Other,1,,4,5,5,5,1,1,0,0.818958278,,,,,
Ventura,Lease,BEV,Nissan,1,,3,3,4,5,2,1,0,0.981516334,,,,,
Marin,Lease,BEV,FIAT,1,,4,4,4,4,,1,0,1.004015195,,,,,
San Diego,Purchase,PHEV,Toyota,1,,3,3,3,3,3,0,0,1.076191294,,,,,
Los Angeles,Lease,BEV,Nissan,1,,5,5,4,4,4,1,0,1.204829103,,,,,
Los Angeles,Lease,PHEV,Ford,1,,1,1,1,1,1,1,0,1.070867044,,,,,
San Mateo,Lease,BEV,Other,1,,5,5,5,4,5,1,0,0.860907342,,,,,
Ventura,Lease,PHEV,Ford,1,,5,5,5,4,4,1,0,0.872383886,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.109838005,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,4,4,3,1,0,1.109838005,,,,,
Alameda,Lease,PHEV,Chevrolet,1,,3,3,3,3,1,1,1,1.284928037,,,,,
Orange,Lease,BEV,FIAT,1,,5,5,4,5,5,1,0,1.129722952,,,,,
Los Angeles,Purchase,PHEV,Ford,1,,2,2,1,2,3,1,0,0.839691812,,,,,
Sonoma,Lease,BEV,Nissan,1,,5,5,5,1,5,1,0,0.972531242,,,,,
Alameda,Lease,BEV,FIAT,1,,5,5,5,5,5,1,0,1.135588805,,,,,
Tulare,Lease,BEV,FIAT,1,,5,5,5,3,5,0,0,0.765316639,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,4,,5,1,0,1.109838005,,,,,
Sacramento,Purchase,BEV,Ford,1,,5,5,1,3,1,1,0,0.543652516,,,,,
Sonoma,Lease,PHEV,Ford,1,,5,5,5,1,5,0,0,0.864397825,,,,,
Orange,Lease,BEV,FIAT,1,,4,5,4,1,,1,0,1.129722952,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,1.224368966,,,,,
Fresno,Lease,BEV,FIAT,1,,5,5,5,4,4,,0,0.965836393,,,,,
San Diego,Lease,BEV,Other,1,,5,5,5,5,5,0,0,0.879879166,,,,,
Orange,Lease,PHEV,Chevrolet,1,,5,5,5,3,5,1,0,1.278290776,,,,,
Orange,Purchase,BEV,BMW,1,,5,5,5,5,5,1,0,0.7167552,,,,,
Santa Clara,Lease,BEV,FIAT,1,,4,4,4,3,1,1,0,1.127837307,,,,,
San Bernardino,Lease,BEV,Other,1,,4,4,5,3,3,1,0,0.795044329,,,,,
Alameda,Lease,PHEV,Ford,1,,5,5,3,1,4,1,0,1.095713627,,,,,
Alameda,Lease,BEV,Nissan,1,,5,5,5,5,4,1,0,1.232783915,,,,,
Los Angeles,Purchase,PHEV,Ford,1,,4,4,1,1,1,1,0,0.956675537,,,,,
Santa Clara,Lease,BEV,FIAT,1,,1,3,1,5,1,1,0,1.127837307,,,,,
