home_loc,dest_loc,HomeTAZfactor,superD_dest,n,dest_lat,dest_lon,HomeTAZ,home_lat,home_lon,opt_time,pes_time,transit_time
38.5123501712329+-122.759956082192,38.3010080624071+-122.638582912333,1367,29.0,175,38.301008062407135,-122.63858291233284,1367,38.51235017123288,-122.75995608219178,1736.0,2986.0,NA
38.5123501712329+-122.759956082192,38.5065641222571+-122.386709724138,1367,28.0,71,38.50656412225705,-122.38670972413793,1367,38.51235017123288,-122.75995608219178,2921.0,3181.0,NA
38.5144277619048+-122.993131047619,37.9951467996045+-122.553273160185,1391,33.0,43,37.995146799604484,-122.55327316018457,1391,38.51442776190476,-122.99313104761904,4111.0,4153.0,13254.0
38.5144277619048+-122.993131047619,38.3010080624071+-122.638582912333,1391,29.0,129,38.301008062407135,-122.63858291233284,1391,38.51442776190476,-122.99313104761904,2879.0,3535.0,NA
38.5144277619048+-122.993131047619,38.5065641222571+-122.386709724138,1391,28.0,37,38.50656412225705,-122.38670972413793,1391,38.51442776190476,-122.99313104761904,4103.0,4396.0,NA
38.522729875+-123.153844833333,37.9951467996045+-122.553273160185,1403,33.0,70,37.995146799604484,-122.55327316018457,1403,38.522729875,-123.15384483333334,6449.0,6719.0,NA
38.522729875+-123.153844833333,38.3010080624071+-122.638582912333,1403,29.0,94,38.301008062407135,-122.63858291233284,1403,38.522729875,-123.15384483333334,5423.0,5706.0,NA
38.5435164054054+-122.805247405405,37.9951467996045+-122.553273160185,1395,33.0,40,37.995146799604484,-122.55327316018457,1395,38.543516405405406,-122.80524740540541,2922.0,3303.0,9639.0
38.5435164054054+-122.805247405405,38.5065641222571+-122.386709724138,1395,28.0,82,38.50656412225705,-122.38670972413793,1395,38.543516405405406,-122.80524740540541,3240.0,3627.0,NA
38.5452433333333+-122.821984,38.5065641222571+-122.386709724138,1394,28.0,67,38.50656412225705,-122.38670972413793,1394,38.54524333333333,-122.821984,3279.0,3631.0,NA
38.5545451428571+-122.796763571429,38.2662562446927+-122.284407178771,1396,27.0,39,38.26625624469274,-122.28440717877095,1396,38.554545142857144,-122.79676357142857,4715.0,4852.0,NA
38.5545451428571+-122.796763571429,38.5065641222571+-122.386709724138,1396,28.0,86,38.50656412225705,-122.38670972413793,1396,38.554545142857144,-122.79676357142857,3357.0,3672.0,NA
38.562831+-122.585406,38.4578655762918+-122.719980355015,1316,30.0,88,38.457865576291795,-122.7199803550152,1316,38.562831,-122.585406,2228.0,2572.0,NA
38.5801165483871+-122.451021580645,38.2662562446927+-122.284407178771,1313,27.0,122,38.26625624469274,-122.28440717877095,1313,38.580116548387096,-122.45102158064516,2802.0,3349.0,NA
38.5801165483871+-122.451021580645,38.3010080624071+-122.638582912333,1313,29.0,43,38.301008062407135,-122.63858291233284,1313,38.580116548387096,-122.45102158064516,4164.0,4793.0,NA
38.5801165483871+-122.451021580645,38.4578655762918+-122.719980355015,1313,30.0,95,38.457865576291795,-122.7199803550152,1313,38.580116548387096,-122.45102158064516,3005.0,3351.0,NA
38.5818424+-122.58140895,38.2662562446927+-122.284407178771,1317,27.0,59,38.26625624469274,-122.28440717877095,1317,38.5818424,-122.58140895,2988.0,3478.0,NA
38.5818424+-122.58140895,38.3010080624071+-122.638582912333,1317,29.0,74,38.301008062407135,-122.63858291233284,1317,38.5818424,-122.58140895,3093.0,3741.0,NA
38.5818424+-122.58140895,38.5675002150259+-122.931736531088,1317,31.0,63,38.56750021502591,-122.93173653108808,1317,38.5818424,-122.58140895,3629.0,3748.0,NA
38.597964+-122.349302962264,38.2662562446927+-122.284407178771,1312,27.0,42,38.26625624469274,-122.28440717877095,1312,38.597964,-122.34930296226415,3691.0,3730.0,NA
38.6100620588235+-122.865201176471,38.3010080624071+-122.638582912333,1399,29.0,87,38.301008062407135,-122.63858291233284,1399,38.61006205882353,-122.86520117647059,2233.0,3048.0,NA
38.6166644181818+-122.863154890909,38.3010080624071+-122.638582912333,1398,29.0,76,38.301008062407135,-122.63858291233284,1398,38.61666441818182,-122.86315489090909,2288.0,3022.0,NA
38.6212695789474+-122.840380368421,38.3010080624071+-122.638582912333,1397,29.0,106,38.301008062407135,-122.63858291233284,1397,38.62126957894737,-122.84038036842105,2882.0,3599.0,NA
38.6349601666667+-122.898230833333,38.3010080624071+-122.638582912333,1400,29.0,54,38.301008062407135,-122.63858291233284,1400,38.634960166666666,-122.89823083333334,2341.0,2742.0,NA
38.7449918333333+-122.937644666667,38.3010080624071+-122.638582912333,1401,29.0,80,38.301008062407135,-122.63858291233284,1401,38.74499183333333,-122.93764466666666,3347.0,3776.0,NA
38.7449918333333+-122.937644666667,38.5065641222571+-122.386709724138,1401,28.0,132,38.50656412225705,-122.38670972413793,1401,38.74499183333333,-122.93764466666666,4096.0,4276.0,NA
38.7985999361702+-123.016281829787,38.3010080624071+-122.638582912333,1402,29.0,88,38.301008062407135,-122.63858291233284,1402,38.79859993617021,-123.01628182978723,3060.0,3624.0,NA
38.7985999361702+-123.016281829787,38.5065641222571+-122.386709724138,1402,28.0,85,38.50656412225705,-122.38670972413793,1402,38.79859993617021,-123.01628182978723,4017.0,4338.0,NA
37.008450952381+-121.577986571429,37.4088246971407+-122.110194527652,708,8.0,21,37.40882469714071,-122.11019452765237,708,37.008450952380954,-121.57798657142858,2745.0,3330.0,11697.0
37.008450952381+-121.577986571429,37.4721443506494+-122.218101215133,708,7.0,21,37.47214435064935,-122.21810121513269,708,37.008450952380954,-121.57798657142858,3333.0,3899.0,17010.0
37.008450952381+-121.577986571429,37.5524569479901+-121.993311722545,708,16.0,24,37.55245694799005,-121.99331172254455,708,37.008450952380954,-121.57798657142858,3045.0,3570.0,28733.0
37.00982796+-121.56593556,37.4088246971407+-122.110194527652,707,8.0,22,37.40882469714071,-122.11019452765237,707,37.00982796,-121.56593556,2654.0,3185.0,11510.0
37.022716625+-121.53081025,37.3010931597673+-121.989369051801,706,10.0,29,37.301093159767284,-121.98936905180129,706,37.022716625,-121.53081025,2301.0,2786.0,NA
37.022716625+-121.53081025,37.3861960858995+-121.866317929335,706,12.0,21,37.38619608589951,-121.8663179293355,706,37.022716625,-121.53081025,1946.0,2317.0,NA
37.0278477692308+-121.606141846154,37.4088246971407+-122.110194527652,711,8.0,29,37.40882469714071,-122.11019452765237,711,37.02784776923077,-121.60614184615385,2745.0,3289.0,8157.0
37.0278477692308+-121.606141846154,37.5524569479901+-121.993311722545,711,16.0,23,37.55245694799005,-121.99331172254455,711,37.02784776923077,-121.60614184615385,3048.0,3512.0,10492.0
37.0324165714286+-121.645736428571,37.4088246971407+-122.110194527652,704,8.0,20,37.40882469714071,-122.11019452765237,704,37.03241657142857,-121.64573642857142,2751.0,3260.0,NA
37.065615952381+-121.579664380952,37.5524569479901+-121.993311722545,712,16.0,26,37.55245694799005,-121.99331172254455,712,37.06561595238095,-121.57966438095238,2735.0,3091.0,29331.0
37.0921176+-121.584806,37.4088246971407+-122.110194527652,713,8.0,32,37.40882469714071,-122.11019452765237,713,37.0921176,-121.584806,2276.0,2803.0,NA
37.1039917916667+-121.644159458333,37.4721443506494+-122.218101215133,701,7.0,25,37.47214435064935,-122.21810121513269,701,37.103991791666665,-121.64415945833333,2909.0,3360.0,16103.0
37.1039917916667+-121.644159458333,37.5524569479901+-121.993311722545,701,16.0,30,37.55245694799005,-121.99331172254455,701,37.103991791666665,-121.64415945833333,2691.0,3095.0,27826.0
37.1244401060606+-121.655103863636,37.4721443506494+-122.218101215133,702,7.0,23,37.47214435064935,-122.21810121513269,702,37.124440106060604,-121.65510386363636,2823.0,3300.0,15538.0
37.1301812+-121.675715,37.4088246971407+-122.110194527652,703,8.0,27,37.40882469714071,-122.11019452765237,703,37.130181199999996,-121.675715,2383.0,2852.0,10730.0
37.1301812+-121.675715,37.5524569479901+-121.993311722545,703,16.0,28,37.55245694799005,-121.99331172254455,703,37.130181199999996,-121.675715,2773.0,3079.0,27766.0
37.1311758510638+-121.645292234043,37.4721443506494+-122.218101215133,700,7.0,23,37.47214435064935,-122.21810121513269,700,37.13117585106383,-121.64529223404256,2818.0,3274.0,16160.0
37.1370733333333+-121.606733083333,37.5524569479901+-121.993311722545,699,16.0,34,37.55245694799005,-121.99331172254455,699,37.13707333333333,-121.60673308333334,2655.0,2979.0,NA
37.151287+-121.6143579,37.6933092866537+-121.859787866293,698,15.0,28,37.69330928665368,-121.85978786629323,698,37.151286999999996,-121.6143579,4201.0,3847.0,15238.0
37.1575876942149+-121.870199520661,37.0576792159091+-121.60403909517,512,14.0,24,37.05767921590909,-121.60403909517045,512,37.157587694214875,-121.87019952066116,3135.0,2987.0,NA
37.1575876942149+-121.870199520661,37.5488000637396+-122.303057092897,512,6.0,22,37.54880006373962,-122.3030570928971,512,37.157587694214875,-121.87019952066116,4039.0,4085.0,NA
37.1812225+-121.7091795,37.3010931597673+-121.989369051801,697,10.0,30,37.301093159767284,-121.98936905180129,697,37.181222500000004,-121.7091795,1510.0,1821.0,8570.0
37.2036278571429+-121.830029571429,37.6933092866537+-121.859787866293,694,15.0,20,37.69330928665368,-121.85978786629323,694,37.20362785714286,-121.83002957142857,4e3,3532.0,12383.0
37.2107325+-121.868550675,37.6808726288574+-122.101148642758,695,17.0,25,37.68087262885738,-122.10114864275785,695,37.2107325,-121.868550675,4042.0,3577.0,8933.0
37.2107325+-121.868550675,37.6933092866537+-121.859787866293,695,15.0,30,37.69330928665368,-121.85978786629323,695,37.2107325,-121.868550675,4007.0,3921.0,11429.0
37.2107325+-121.868550675,37.7952590535159+-122.234542343964,695,18.0,21,37.79525905351587,-122.23454234396391,695,37.2107325,-121.868550675,4917.0,4318.0,10309.0
37.212361+-121.865528125,37.0576792159091+-121.60403909517,691,14.0,25,37.05767921590909,-121.60403909517045,691,37.212361,-121.865528125,2151.0,2025.0,8050.0
37.212361+-121.865528125,37.4088246971407+-122.110194527652,691,8.0,34,37.40882469714071,-122.11019452765237,691,37.212361,-121.865528125,1856.0,2410.0,5892.0
37.212361+-121.865528125,37.4721443506494+-122.218101215133,691,7.0,20,37.47214435064935,-122.21810121513269,691,37.212361,-121.865528125,2389.0,2898.0,8780.0
37.212361+-121.865528125,37.5524569479901+-121.993311722545,691,16.0,27,37.55245694799005,-121.99331172254455,691,37.212361,-121.865528125,2523.0,2959.0,8227.0
37.2160981071429+-121.859821,37.0576792159091+-121.60403909517,692,14.0,34,37.05767921590909,-121.60403909517045,692,37.216098107142855,-121.859821,1837.0,1913.0,7348.0
37.2160981071429+-121.859821,37.5524569479901+-121.993311722545,692,16.0,23,37.55245694799005,-121.99331172254455,692,37.216098107142855,-121.859821,2452.0,2828.0,7525.0
37.2187956136364+-121.852990295455,37.0576792159091+-121.60403909517,693,14.0,33,37.05767921590909,-121.60403909517045,693,37.21879561363637,-121.85299029545455,1858.0,1915.0,6985.0
37.2187956136364+-121.852990295455,37.4721443506494+-122.218101215133,693,7.0,27,37.47214435064935,-122.21810121513269,693,37.21879561363637,-121.85299029545455,2209.0,2736.0,7715.0
37.2211130769231+-121.970648538462,37.4721443506494+-122.218101215133,513,7.0,26,37.47214435064935,-122.21810121513269,513,37.221113076923075,-121.97064853846153,1831.0,2202.0,8021.0
37.2211130769231+-121.970648538462,37.5524569479901+-121.993311722545,513,16.0,31,37.55245694799005,-121.99331172254455,513,37.221113076923075,-121.97064853846153,2175.0,2224.0,7963.0
37.2227549230769+-121.770198846154,37.4721443506494+-122.218101215133,658,7.0,29,37.47214435064935,-122.21810121513269,658,37.22275492307693,-121.77019884615385,2357.0,2780.0,9309.0
37.2256997142857+-121.889700428571,37.0576792159091+-121.60403909517,689,14.0,34,37.05767921590909,-121.60403909517045,689,37.22569971428572,-121.88970042857142,1861.0,2089.0,7857.0
37.2256997142857+-121.889700428571,37.4721443506494+-122.218101215133,689,7.0,31,37.47214435064935,-122.21810121513269,689,37.22569971428572,-121.88970042857142,2079.0,2548.0,7507.0
37.22583775+-121.7707225625,37.5524569479901+-121.993311722545,659,16.0,23,37.55245694799005,-121.99331172254455,659,37.225837750000004,-121.7707225625,1980.0,2396.0,9552.0
37.2276447028754+-121.983131188498,37.0576792159091+-121.60403909517,511,14.0,27,37.05767921590909,-121.60403909517045,511,37.2276447028754,-121.9831311884984,2193.0,2145.0,10175.0
37.2276447028754+-121.983131188498,37.5488000637396+-122.303057092897,511,6.0,27,37.54880006373962,-122.3030570928971,511,37.2276447028754,-121.9831311884984,2429.0,2491.0,6757.0
37.2276447028754+-121.983131188498,37.6535554219056+-122.449833657726,511,5.0,21,37.65355542190556,-122.44983365772562,511,37.2276447028754,-121.9831311884984,2561.0,3037.0,9087.0
37.2293287142857+-121.877346357143,37.6933092866537+-121.859787866293,690,15.0,29,37.69330928665368,-121.85978786629323,690,37.229328714285714,-121.87734635714286,3692.0,3637.0,12881.0
37.232224415493+-121.976875598592,37.4721443506494+-122.218101215133,509,7.0,32,37.47214435064935,-122.21810121513269,509,37.23222441549296,-121.97687559859155,1869.0,2272.0,7124.0
37.232224415493+-121.976875598592,37.5524569479901+-121.993311722545,509,16.0,22,37.55245694799005,-121.99331172254455,509,37.23222441549296,-121.97687559859155,2113.0,2332.0,8456.0
37.232272025641+-121.940386871795,37.5488000637396+-122.303057092897,514,6.0,20,37.54880006373962,-122.3030570928971,514,37.232272025641024,-121.94038687179487,2644.0,2642.0,10518.0
37.232272025641+-121.940386871795,37.6808726288574+-122.101148642758,514,17.0,22,37.68087262885738,-122.10114864275785,514,37.232272025641024,-121.94038687179487,3782.0,3057.0,11418.0
37.2327479411765+-121.864569647059,37.4721443506494+-122.218101215133,696,7.0,25,37.47214435064935,-122.21810121513269,696,37.23274794117647,-121.86456964705883,2141.0,2592.0,9491.0
37.2330167857143+-121.8096795,37.4721443506494+-122.218101215133,662,7.0,25,37.47214435064935,-122.21810121513269,662,37.233016785714284,-121.8096795,2228.0,2699.0,9353.0
37.2346117815126+-121.766303529412,37.5488000637396+-122.303057092897,657,6.0,24,37.54880006373962,-122.3030570928971,657,37.234611781512605,-121.76630352941176,2732.0,2763.0,7085.0
37.2346117815126+-121.766303529412,37.6808726288574+-122.101148642758,657,17.0,22,37.68087262885738,-122.10114864275785,657,37.234611781512605,-121.76630352941176,3440.0,2830.0,8380.0
37.2346117815126+-121.766303529412,37.6933092866537+-121.859787866293,657,15.0,22,37.69330928665368,-121.85978786629323,657,37.234611781512605,-121.76630352941176,3474.0,3051.0,10876.0
37.2354043431953+-121.798904230769,37.5488000637396+-122.303057092897,661,6.0,21,37.54880006373962,-122.3030570928971,661,37.23540434319526,-121.79890423076924,2745.0,2822.0,10919.0
37.2354043431953+-121.798904230769,37.6808726288574+-122.101148642758,661,17.0,28,37.68087262885738,-122.10114864275785,661,37.23540434319526,-121.79890423076924,3550.0,3172.0,9704.0
37.2360357+-121.8222671,37.4721443506494+-122.218101215133,663,7.0,27,37.47214435064935,-122.21810121513269,663,37.2360357,-121.8222671,2184.0,2686.0,8607.0
37.2360357+-121.8222671,37.5524569479901+-121.993311722545,663,16.0,24,37.55245694799005,-121.99331172254455,663,37.2360357,-121.8222671,2085.0,2494.0,6929.0
37.2384841428571+-121.987935380952,37.4721443506494+-122.218101215133,510,7.0,23,37.47214435064935,-122.21810121513269,510,37.238484142857146,-121.98793538095238,1910.0,2240.0,8173.0
37.2384841428571+-121.987935380952,37.5524569479901+-121.993311722545,510,16.0,21,37.55245694799005,-121.99331172254455,510,37.238484142857146,-121.98793538095238,2191.0,2422.0,9375.0
37.2407939591837+-121.812449428571,37.6933092866537+-121.859787866293,664,15.0,23,37.69330928665368,-121.85978786629323,664,37.24079395918368,-121.81244942857143,4333.0,3275.0,12160.0
37.241013975+-121.890608175,37.5488000637396+-122.303057092897,688,6.0,22,37.54880006373962,-122.3030570928971,688,37.241013975,-121.890608175,2543.0,2632.0,11511.0
37.241013975+-121.890608175,37.6933092866537+-121.859787866293,688,15.0,24,37.69330928665368,-121.85978786629323,688,37.241013975,-121.890608175,3792.0,3370.0,12906.0
37.2413721282051+-121.957482769231,37.4721443506494+-122.218101215133,518,7.0,31,37.47214435064935,-122.21810121513269,518,37.24137212820513,-121.95748276923077,1814.0,2250.0,8466.0
37.2418072173913+-121.939821304348,37.0576792159091+-121.60403909517,516,14.0,25,37.05767921590909,-121.60403909517045,516,37.241807217391305,-121.93982130434782,1943.0,1940.0,9972.0
37.2418072173913+-121.939821304348,37.4721443506494+-122.218101215133,516,7.0,33,37.47214435064935,-122.21810121513269,516,37.241807217391305,-121.93982130434782,1878.0,2295.0,8302.0
37.2418072173913+-121.939821304348,37.5524569479901+-121.993311722545,516,16.0,24,37.55245694799005,-121.99331172254455,516,37.241807217391305,-121.93982130434782,2078.0,2343.0,8544.0
37.2430201428571+-121.844845114286,37.4721443506494+-122.218101215133,675,7.0,24,37.47214435064935,-122.21810121513269,675,37.24302014285714,-121.8448451142857,2077.0,2461.0,9207.0
37.2430201428571+-121.844845114286,37.6933092866537+-121.859787866293,675,15.0,21,37.69330928665368,-121.85978786629323,675,37.24302014285714,-121.8448451142857,3718.0,3129.0,12583.0
37.2452989333333+-122.023081111111,37.4721443506494+-122.218101215133,496,7.0,33,37.47214435064935,-122.21810121513269,496,37.24529893333333,-122.02308111111111,1875.0,2254.0,8136.0
37.2452989333333+-122.023081111111,37.5524569479901+-121.993311722545,496,16.0,24,37.55245694799005,-121.99331172254455,496,37.24529893333333,-122.02308111111111,2406.0,2651.0,10898.0
37.2456584010417+-121.864929994792,37.6933092866537+-121.859787866293,676,15.0,29,37.69330928665368,-121.85978786629323,676,37.245658401041666,-121.86492999479167,3555.0,3593.0,12184.0
37.2475811578947+-121.937063131579,37.0576792159091+-121.60403909517,517,14.0,32,37.05767921590909,-121.60403909517045,517,37.247581157894736,-121.93706313157895,1726.0,1836.0,9060.0
37.2475811578947+-121.937063131579,37.5488000637396+-122.303057092897,517,6.0,26,37.54880006373962,-122.3030570928971,517,37.247581157894736,-121.93706313157895,2295.0,2344.0,9398.0
37.2490736842105+-121.901555,37.4721443506494+-122.218101215133,685,7.0,23,37.47214435064935,-122.21810121513269,685,37.24907368421052,-121.901555,1939.0,2336.0,6668.0
37.2493722222222+-121.812759916667,37.6808726288574+-122.101148642758,665,17.0,21,37.68087262885738,-122.10114864275785,665,37.24937222222222,-121.81275991666666,3479.0,2813.0,9200.0
37.2493722222222+-121.812759916667,37.6933092866537+-121.859787866293,665,15.0,20,37.69330928665368,-121.85978786629323,665,37.24937222222222,-121.81275991666666,3432.0,2954.0,12588.0
37.2498215714286+-121.885091464286,37.0576792159091+-121.60403909517,687,14.0,30,37.05767921590909,-121.60403909517045,687,37.24982157142857,-121.88509146428571,1709.0,1917.0,8842.0
37.2498215714286+-121.885091464286,37.4721443506494+-122.218101215133,687,7.0,23,37.47214435064935,-122.21810121513269,687,37.24982157142857,-121.88509146428571,2041.0,2442.0,10231.0
37.2521560866142+-121.816412456693,37.4721443506494+-122.218101215133,666,7.0,22,37.47214435064935,-122.21810121513269,666,37.25215608661417,-121.81641245669292,2095.0,2592.0,9059.0
37.2526272424242+-121.772040666667,37.5488000637396+-122.303057092897,656,6.0,22,37.54880006373962,-122.3030570928971,656,37.25262724242424,-121.77204066666667,2782.0,2720.0,9107.0
37.2526272424242+-121.772040666667,37.6933092866537+-121.859787866293,656,15.0,23,37.69330928665368,-121.85978786629323,656,37.25262724242424,-121.77204066666667,4053.0,3133.0,12898.0
37.25348975+-121.864486886364,37.4721443506494+-122.218101215133,677,7.0,24,37.47214435064935,-122.21810121513269,677,37.25348975,-121.86448688636364,1979.0,2379.0,8334.0
37.2559198545455+-121.9629223,37.4721443506494+-122.218101215133,508,7.0,20,37.47214435064935,-122.21810121513269,508,37.25591985454545,-121.9629223,1734.0,2054.0,9044.0
37.2559198545455+-121.9629223,37.5524569479901+-121.993311722545,508,16.0,24,37.55245694799005,-121.99331172254455,508,37.25591985454545,-121.9629223,1992.0,2241.0,9286.0
37.2564335777778+-121.923439,37.5524569479901+-121.993311722545,520,16.0,33,37.55245694799005,-121.99331172254455,520,37.25643357777778,-121.923439,2163.0,2206.0,7864.0
37.256535+-121.896123,37.0576792159091+-121.60403909517,683,14.0,22,37.05767921590909,-121.60403909517045,683,37.256535,-121.896123,1791.0,1916.0,9269.0
37.256535+-121.896123,37.4721443506494+-122.218101215133,683,7.0,32,37.47214435064935,-122.21810121513269,683,37.256535,-121.896123,1794.0,2242.0,9399.0
37.2579895090909+-121.884960127273,37.0576792159091+-121.60403909517,686,14.0,33,37.05767921590909,-121.60403909517045,686,37.25798950909091,-121.88496012727273,1551.0,1773.0,8604.0
37.2579895090909+-121.884960127273,37.4721443506494+-122.218101215133,686,7.0,23,37.47214435064935,-122.21810121513269,686,37.25798950909091,-121.88496012727273,1935.0,2347.0,8075.0
37.2584246694915+-121.864466923729,37.0576792159091+-121.60403909517,679,14.0,31,37.05767921590909,-121.60403909517045,679,37.258424669491525,-121.86446692372881,1527.0,1676.0,5423.0
37.2589365121951+-121.904567634146,37.6933092866537+-121.859787866293,684,15.0,30,37.69330928665368,-121.85978786629323,684,37.25893651219512,-121.90456763414633,3673.0,3736.0,10328.0
37.259622875+-122.007049638889,37.0576792159091+-121.60403909517,497,14.0,27,37.05767921590909,-121.60403909517045,497,37.259622875,-122.00704963888889,2475.0,2373.0,9901.0
37.259622875+-122.007049638889,37.5488000637396+-122.303057092897,497,6.0,23,37.54880006373962,-122.3030570928971,497,37.259622875,-122.00704963888889,2316.0,2336.0,10239.0
37.2599772+-121.8519274,37.0576792159091+-121.60403909517,678,14.0,28,37.05767921590909,-121.60403909517045,678,37.2599772,-121.8519274,1662.0,1787.0,5754.0
37.2599772+-121.8519274,37.5524569479901+-121.993311722545,678,16.0,28,37.55245694799005,-121.99331172254455,678,37.2599772,-121.8519274,2207.0,2533.0,7866.0
37.2620763942308+-121.808018365385,37.6933092866537+-121.859787866293,669,15.0,21,37.69330928665368,-121.85978786629323,669,37.26207639423077,-121.80801836538461,3559.0,3060.0,13308.0
37.2633408275862+-121.967966482759,37.4721443506494+-122.218101215133,506,7.0,24,37.47214435064935,-122.21810121513269,506,37.263340827586205,-121.96796648275861,1641.0,1963.0,9889.0
37.2633408275862+-121.967966482759,37.5524569479901+-121.993311722545,506,16.0,29,37.55245694799005,-121.99331172254455,506,37.263340827586205,-121.96796648275861,2163.0,2278.0,8331.0
37.2654375714286+-122.044492771429,37.0576792159091+-121.60403909517,495,14.0,21,37.05767921590909,-121.60403909517045,495,37.26543757142857,-122.04449277142857,2695.0,2499.0,12108.0
37.2654375714286+-122.044492771429,37.5488000637396+-122.303057092897,495,6.0,34,37.54880006373962,-122.3030570928971,495,37.26543757142857,-122.04449277142857,2187.0,2412.0,7691.0
37.2654375714286+-122.044492771429,37.6933092866537+-121.859787866293,495,15.0,22,37.69330928665368,-121.85978786629323,495,37.26543757142857,-122.04449277142857,4348.0,3755.0,13847.0
37.2658+-121.881268578947,37.0576792159091+-121.60403909517,682,14.0,32,37.05767921590909,-121.60403909517045,682,37.265800000000006,-121.88126857894737,1707.0,1940.0,7293.0
37.2658+-121.881268578947,37.6933092866537+-121.859787866293,682,15.0,20,37.69330928665368,-121.85978786629323,682,37.265800000000006,-121.88126857894737,3716.0,3205.0,12125.0
37.2687704285714+-121.863588142857,37.5488000637396+-122.303057092897,680,6.0,20,37.54880006373962,-122.3030570928971,680,37.268770428571436,-121.86358814285714,2654.0,2669.0,8326.0
37.2687704285714+-121.863588142857,37.6933092866537+-121.859787866293,680,15.0,33,37.69330928665368,-121.85978786629323,680,37.268770428571436,-121.86358814285714,3455.0,3669.0,11871.0
37.2692952676056+-121.975098704225,37.0576792159091+-121.60403909517,500,14.0,21,37.05767921590909,-121.60403909517045,500,37.269295267605635,-121.97509870422535,2426.0,2222.0,9330.0
37.2692952676056+-121.975098704225,37.5524569479901+-121.993311722545,500,16.0,23,37.55245694799005,-121.99331172254455,500,37.269295267605635,-121.97509870422535,2018.0,2285.0,7902.0
37.2699197857143+-121.910786619048,37.6808726288574+-122.101148642758,523,17.0,27,37.68087262885738,-122.10114864275785,523,37.269919785714286,-121.91078661904761,3707.0,3045.0,10215.0
37.2699197857143+-121.910786619048,37.6933092866537+-121.859787866293,523,15.0,22,37.69330928665368,-121.85978786629323,523,37.269919785714286,-121.91078661904761,3813.0,3281.0,13603.0
37.2701224166667+-121.811736333333,37.5488000637396+-122.303057092897,670,6.0,20,37.54880006373962,-122.3030570928971,670,37.270122416666666,-121.81173633333334,2849.0,2750.0,10723.0
37.2701224166667+-121.811736333333,37.6808726288574+-122.101148642758,670,17.0,22,37.68087262885738,-122.10114864275785,670,37.270122416666666,-121.81173633333334,3484.0,2836.0,9005.0
37.2701224166667+-121.811736333333,37.6933092866537+-121.859787866293,670,15.0,28,37.69330928665368,-121.85978786629323,670,37.270122416666666,-121.81173633333334,3414.0,3360.0,12393.0
37.2704141370717+-121.848067632399,37.4721443506494+-122.218101215133,672,7.0,28,37.47214435064935,-122.21810121513269,672,37.270414137071654,-121.84806763239875,2074.0,2418.0,8558.0
37.2709066160714+-121.960007535714,37.0576792159091+-121.60403909517,505,14.0,23,37.05767921590909,-121.60403909517045,505,37.27090661607143,-121.9600075357143,2302.0,2130.0,9169.0
37.2716346666667+-122.023936666667,37.0576792159091+-121.60403909517,494,14.0,23,37.05767921590909,-121.60403909517045,494,37.271634666666664,-122.02393666666667,2355.0,2208.0,10124.0
37.2716346666667+-122.023936666667,37.6808726288574+-122.101148642758,494,17.0,20,37.68087262885738,-122.10114864275785,494,37.271634666666664,-122.02393666666667,3919.0,2970.0,10629.0
37.2716609569892+-121.836100177419,37.6808726288574+-122.101148642758,671,17.0,27,37.68087262885738,-122.10114864275785,671,37.271660956989244,-121.83610017741937,3333.0,2972.0,8904.0
37.2716609569892+-121.836100177419,37.6933092866537+-121.859787866293,671,15.0,26,37.69330928665368,-121.85978786629323,671,37.271660956989244,-121.83610017741937,3436.0,3405.0,11454.0
37.272592362963+-121.936076303704,37.4721443506494+-122.218101215133,521,7.0,34,37.47214435064935,-122.21810121513269,521,37.27259236296296,-121.9360763037037,1754.0,2196.0,7185.0
37.272592362963+-121.936076303704,37.5524569479901+-121.993311722545,521,16.0,30,37.55245694799005,-121.99331172254455,521,37.27259236296296,-121.9360763037037,1999.0,2036.0,6227.0
37.2728963043478+-121.928483869565,37.0576792159091+-121.60403909517,522,14.0,20,37.05767921590909,-121.60403909517045,522,37.272896304347825,-121.92848386956521,2167.0,2107.0,6366.0
37.2766662+-121.9048618,37.4721443506494+-122.218101215133,524,7.0,34,37.47214435064935,-122.21810121513269,524,37.2766662,-121.9048618,2002.0,2567.0,7536.0
37.2767675789474+-121.852739245614,37.4721443506494+-122.218101215133,565,7.0,32,37.47214435064935,-122.21810121513269,565,37.276767578947364,-121.85273924561403,1842.0,2331.0,8336.0
37.2784684+-121.8174004,37.0576792159091+-121.60403909517,571,14.0,23,37.05767921590909,-121.60403909517045,571,37.2784684,-121.8174004,1541.0,1555.0,5806.0
37.2784684+-121.8174004,37.5524569479901+-121.993311722545,571,16.0,26,37.55245694799005,-121.99331172254455,571,37.2784684,-121.8174004,1904.0,2134.0,7858.0
37.2790729454545+-121.8814272,37.0576792159091+-121.60403909517,681,14.0,24,37.05767921590909,-121.60403909517045,681,37.279072945454544,-121.8814272,1788.0,1879.0,6642.0
37.2790729454545+-121.8814272,37.5524569479901+-121.993311722545,681,16.0,26,37.55245694799005,-121.99331172254455,681,37.279072945454544,-121.8814272,1950.0,2253.0,7635.0
37.28078+-121.832414,37.0576792159091+-121.60403909517,570,14.0,33,37.05767921590909,-121.60403909517045,570,37.28078,-121.83241399999999,1558.0,1734.0,5187.0
