taz_key,median_rent,no_of_rentals,taz_driving,taz_transit,commuter_count,home_superD,commute_cost_min,commute_cost_median,all_costs,all_index,com_index,rent_index
436.0,2700.0,43,15.0,59.0,1327,9.0,173.0,515.0,3215.0,35.0,29.0,32.0
437.0,1950.0,255,15.0,56.0,2388,9.0,168.0,501.0,2451.0,27.0,29.0,23.0
438.0,2575.0,12,14.0,49.0,1507,9.0,152.0,451.0,3026.0,33.0,26.0,30.0
439.0,2095.0,9,16.0,53.0,1186,9.0,168.0,501.0,2596.0,28.0,29.0,25.0
440.0,2400.0,213,16.0,53.0,2692,9.0,168.0,501.0,2901.0,32.0,29.0,28.0
441.0,2397.5,652,15.0,57.0,2522,9.0,170.0,505.0,2902.5,32.0,29.0,28.0
442.0,3600.0,10,16.0,49.0,1302,9.0,162.0,481.0,4081.0,45.0,27.0,42.0
443.0,1550.0,49,15.0,44.0,1642,9.0,148.0,441.0,1991.0,22.0,25.0,18.0
444.0,1750.0,78,14.0,60.0,2083,9.0,170.0,505.0,2255.0,25.0,29.0,21.0
445.0,2482.0,654,14.0,61.0,3102,9.0,172.0,510.0,2992.0,33.0,29.0,29.0
446.0,2490.0,516,13.0,48.0,3032,9.0,145.0,431.0,2921.0,32.0,25.0,29.0
447.0,1974.0,211,18.0,62.0,1668,9.0,193.0,575.0,2549.0,28.0,33.0,23.0
448.0,2015.0,204,16.0,61.0,2862,9.0,182.0,540.0,2555.0,28.0,31.0,24.0
449.0,1943.0,226,19.0,63.0,2300,9.0,200.0,595.0,2538.0,28.0,34.0,23.0
450.0,3236.0,255,17.0,48.0,1427,9.0,165.0,491.0,3727.0,41.0,28.0,38.0
451.0,2930.0,170,20.0,58.0,2056,9.0,197.0,585.0,3515.0,38.0,33.0,34.0
452.0,4500.0,29,21.0,63.0,851,9.0,210.0,624.0,5124.0,56.0,36.0,53.0
453.0,2101.5,400,19.0,72.0,2409,9.0,215.0,639.0,2740.5,30.0,36.0,25.0
454.0,2334.0,78,20.0,97.0,1490,9.0,262.0,778.0,3112.0,34.0,44.0,27.0
455.0,1785.0,38,23.0,64.0,847,9.0,222.0,659.0,2444.0,27.0,38.0,21.0
456.0,2495.0,364,19.0,70.0,2884,9.0,212.0,629.0,3124.0,34.0,36.0,29.0
457.0,2972.5,78,19.0,65.0,1805,9.0,203.0,605.0,3577.5,39.0,34.0,35.0
458.0,3400.0,16,18.0,56.0,1603,9.0,183.0,545.0,3945.0,43.0,31.0,40.0
459.0,2444.0,123,15.0,65.0,2838,9.0,183.0,545.0,2989.0,33.0,31.0,29.0
460.0,3060.0,241,17.0,74.0,1075,10.0,208.0,619.0,3679.0,40.0,35.0,36.0
461.0,2160.0,285,16.0,57.0,1718,10.0,175.0,520.0,2680.0,29.0,30.0,25.0
462.0,3500.0,30,15.0,55.0,1647,10.0,167.0,496.0,3996.0,44.0,28.0,41.0
463.0,2545.0,231,16.0,51.0,1410,10.0,165.0,491.0,3036.0,33.0,28.0,30.0
464.0,2327.0,132,17.0,61.0,1609,10.0,187.0,555.0,2882.0,31.0,32.0,27.0
465.0,2200.0,189,17.0,58.0,2432,10.0,182.0,540.0,2740.0,30.0,31.0,26.0
466.0,2080.0,168,16.0,65.0,1445,10.0,188.0,560.0,2640.0,29.0,32.0,24.0
467.0,2500.0,277,14.0,61.0,1615,10.0,172.0,510.0,3010.0,33.0,29.0,29.0
468.0,1865.0,37,16.0,62.0,2026,10.0,183.0,545.0,2410.0,26.0,31.0,22.0
469.0,1825.0,70,15.0,57.0,3077,10.0,170.0,505.0,2330.0,25.0,29.0,21.0
470.0,2134.0,298,16.0,55.0,2473,10.0,172.0,510.0,2644.0,29.0,29.0,25.0
471.0,2090.0,278,17.0,52.0,2384,10.0,172.0,510.0,2600.0,28.0,29.0,25.0
472.0,2117.5,188,14.0,50.0,2146,10.0,153.0,456.0,2573.5,28.0,26.0,25.0
473.0,1800.0,93,13.0,49.0,2836,10.0,147.0,436.0,2236.0,24.0,25.0,21.0
474.0,2495.0,34,14.0,56.0,1646,10.0,163.0,486.0,2981.0,33.0,28.0,29.0
475.0,1850.0,69,15.0,49.0,1818,10.0,157.0,466.0,2316.0,25.0,27.0,22.0
476.0,3100.0,52,12.0,45.0,2454,10.0,135.0,401.0,3501.0,38.0,23.0,36.0
477.0,1950.0,81,13.0,50.0,2058,10.0,148.0,441.0,2391.0,26.0,25.0,23.0
478.0,2145.0,223,15.0,51.0,2406,10.0,160.0,476.0,2621.0,29.0,27.0,25.0
479.0,2825.0,294,14.0,65.0,3423,10.0,178.0,530.0,3355.0,37.0,30.0,33.0
480.0,2150.0,220,16.0,60.0,1208,10.0,180.0,535.0,2685.0,29.0,31.0,25.0
481.0,3700.0,23,14.0,61.0,1623,10.0,172.0,510.0,4210.0,46.0,29.0,44.0
482.0,3572.5,30,16.0,55.0,1584,10.0,172.0,510.0,4082.5,45.0,29.0,42.0
483.0,2695.0,346,15.0,64.0,2712,10.0,182.0,540.0,3235.0,35.0,31.0,32.0
484.0,3340.0,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0
485.0,3378.0,518,17.0,73.0,2452,10.0,207.0,614.0,3992.0,44.0,35.0,40.0
486.0,2819.5,344,21.0,67.0,2462,10.0,217.0,644.0,3463.5,38.0,37.0,33.0
487.0,2782.0,294,19.0,76.0,1959,10.0,222.0,659.0,3441.0,38.0,38.0,33.0
488.0,3200.0,140,19.0,79.0,2865,10.0,227.0,674.0,3874.0,42.0,38.0,38.0
489.0,5e3,64,20.0,88.0,2443,10.0,247.0,733.0,5733.0,63.0,42.0,59.0
490.0,3085.0,402,22.0,62.0,1412,10.0,213.0,634.0,3719.0,41.0,36.0,36.0
491.0,2181.0,53,18.0,62.0,1015,10.0,193.0,575.0,2756.0,30.0,33.0,26.0
492.0,4500.0,28,19.0,74.0,2095,10.0,218.0,649.0,5149.0,56.0,37.0,53.0
493.0,4850.0,35,16.0,58.0,2010,10.0,177.0,525.0,5375.0,59.0,30.0,57.0
494.0,5200.0,45,21.0,72.0,1992,10.0,225.0,669.0,5869.0,64.0,38.0,61.0
495.0,3750.0,29,22.0,105.0,2563,10.0,285.0,847.0,4597.0,50.0,48.0,44.0
496.0,3195.0,41,24.0,114.0,981,10.0,310.0,922.0,4117.0,45.0,53.0,38.0
497.0,7675.0,38,20.0,70.0,2027,10.0,217.0,644.0,8319.0,91.0,37.0,90.0
498.0,3950.0,45,17.0,55.0,1441,10.0,177.0,525.0,4475.0,49.0,30.0,46.0
499.0,1895.0,120,17.0,57.0,2902,10.0,180.0,535.0,2430.0,27.0,31.0,22.0
500.0,2095.0,71,18.0,71.0,1467,10.0,208.0,619.0,2714.0,30.0,35.0,25.0
501.0,3195.0,12,17.0,61.0,1483,10.0,187.0,555.0,3750.0,41.0,32.0,38.0
502.0,1755.0,73,16.0,54.0,1733,10.0,170.0,505.0,2260.0,25.0,29.0,21.0
503.0,1920.0,527,17.0,57.0,2278,10.0,180.0,535.0,2455.0,27.0,31.0,23.0
504.0,2250.0,68,18.0,52.0,1771,10.0,177.0,525.0,2775.0,30.0,30.0,26.0
505.0,1950.0,112,19.0,64.0,2291,10.0,202.0,600.0,2550.0,28.0,34.0,23.0
506.0,2322.5,28,18.0,71.0,1379,10.0,208.0,619.0,2941.5,32.0,35.0,27.0
507.0,4e3,57,20.0,75.0,1538,10.0,225.0,669.0,4669.0,51.0,38.0,47.0
508.0,2777.0,109,20.0,85.0,905,10.0,242.0,719.0,3496.0,38.0,41.0,33.0
509.0,1920.0,127,23.0,94.0,934,10.0,272.0,808.0,2728.0,30.0,46.0,23.0
510.0,3500.0,21,21.0,110.0,864,10.0,288.0,857.0,4357.0,48.0,49.0,41.0
511.0,3500.0,293,22.0,97.0,2286,10.0,272.0,808.0,4308.0,47.0,46.0,41.0
512.0,1950.0,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0
513.0,2795.0,13,21.0,104.0,992,10.0,278.0,828.0,3623.0,40.0,47.0,33.0
514.0,2600.0,35,24.0,121.0,2573,10.0,322.0,956.0,3556.0,39.0,55.0,31.0
515.0,1795.0,77,19.0,80.0,2654,10.0,228.0,679.0,2474.0,27.0,39.0,21.0
516.0,2900.0,23,20.0,96.0,1371,10.0,260.0,773.0,3673.0,40.0,44.0,34.0
517.0,2400.0,38,19.0,78.0,1927,10.0,225.0,669.0,3069.0,33.0,38.0,28.0
518.0,2597.5,114,21.0,104.0,2051,10.0,278.0,828.0,3425.5,37.0,47.0,31.0
519.0,2295.0,163,17.0,75.0,2970,10.0,210.0,624.0,2919.0,32.0,36.0,27.0
520.0,1875.0,44,17.0,71.0,1415,10.0,203.0,605.0,2480.0,27.0,34.0,22.0
521.0,1795.0,131,17.0,60.0,1970,10.0,185.0,550.0,2345.0,26.0,31.0,21.0
522.0,1840.0,19,19.0,57.0,2233,11.0,190.0,565.0,2405.0,26.0,32.0,22.0
523.0,2900.0,42,21.0,69.0,2770,11.0,220.0,654.0,3554.0,39.0,37.0,34.0
524.0,3500.0,5,19.0,66.0,1729,11.0,205.0,610.0,4110.0,45.0,35.0,41.0
525.0,2950.0,14,16.0,52.0,1418,11.0,167.0,496.0,3446.0,38.0,28.0,35.0
526.0,1995.0,78,16.0,54.0,2407,11.0,170.0,505.0,2500.0,27.0,29.0,23.0
527.0,3195.0,41,14.0,56.0,2632,11.0,163.0,486.0,3681.0,40.0,28.0,38.0
528.0,2150.0,92,14.0,54.0,2416,11.0,160.0,476.0,2626.0,29.0,27.0,25.0
529.0,1965.0,21,17.0,42.0,806,11.0,155.0,461.0,2426.0,26.0,26.0,23.0
530.0,2125.0,398,19.0,59.0,2617,11.0,193.0,575.0,2700.0,29.0,33.0,25.0
531.0,2695.0,27,16.0,56.0,1100,11.0,173.0,515.0,3210.0,35.0,29.0,32.0
532.0,2199.0,307,12.0,44.0,2540,11.0,133.0,396.0,2595.0,28.0,23.0,26.0
533.0,2487.0,190,14.0,45.0,3336,11.0,145.0,431.0,2918.0,32.0,25.0,29.0
534.0,2300.0,427,16.0,49.0,1893,11.0,162.0,481.0,2781.0,30.0,27.0,27.0
535.0,1250.0,51,15.0,40.0,2282,11.0,142.0,421.0,1671.0,18.0,24.0,15.0
536.0,1750.0,44,12.0,43.0,2144,11.0,132.0,391.0,2141.0,23.0,22.0,21.0
537.0,2684.0,420,10.0,40.0,1682,11.0,117.0,347.0,3031.0,33.0,20.0,32.0
538.0,2285.0,113,12.0,33.0,720,11.0,115.0,342.0,2627.0,29.0,19.0,27.0
539.0,1395.0,8,17.0,48.0,345,11.0,165.0,491.0,1886.0,21.0,28.0,16.0
540.0,2630.0,87,15.0,41.0,1868,11.0,143.0,426.0,3056.0,33.0,24.0,31.0
541.0,2595.0,122,14.0,48.0,1858,11.0,150.0,446.0,3041.0,33.0,25.0,31.0
542.0,1475.0,21,14.0,46.0,912,11.0,147.0,436.0,1911.0,21.0,25.0,17.0
543.0,2650.0,149,15.0,47.0,2372,11.0,153.0,456.0,3106.0,34.0,26.0,31.0
544.0,2320.0,343,15.0,50.0,2294,11.0,158.0,471.0,2791.0,30.0,27.0,27.0
545.0,2230.0,80,17.0,44.0,1846,11.0,158.0,471.0,2701.0,29.0,27.0,26.0
546.0,2200.0,269,14.0,50.0,1809,11.0,153.0,456.0,2656.0,29.0,26.0,26.0
547.0,2995.0,105,16.0,53.0,2087,11.0,168.0,501.0,3496.0,38.0,29.0,35.0
548.0,2379.5,322,15.0,50.0,3676,11.0,158.0,471.0,2850.5,31.0,27.0,28.0
549.0,1425.0,90,14.0,44.0,2600,11.0,143.0,426.0,1851.0,20.0,24.0,17.0
550.0,1450.0,31,15.0,54.0,1955,11.0,165.0,491.0,1941.0,21.0,28.0,17.0
551.0,1750.0,37,12.0,49.0,2750,11.0,142.0,421.0,2171.0,24.0,24.0,21.0
552.0,1695.0,31,11.0,58.0,1745,11.0,152.0,451.0,2146.0,23.0,26.0,20.0
553.0,3400.0,35,13.0,59.0,1802,11.0,163.0,486.0,3886.0,42.0,28.0,40.0
554.0,2699.0,51,13.0,48.0,1598,11.0,145.0,431.0,3130.0,34.0,25.0,32.0
555.0,1450.0,123,10.0,54.0,3261,11.0,140.0,416.0,1866.0,20.0,24.0,17.0
556.0,1600.0,65,9.0,44.0,1720,11.0,118.0,352.0,1952.0,21.0,20.0,19.0
557.0,2253.0,269,12.0,39.0,1796,11.0,125.0,372.0,2625.0,29.0,21.0,27.0
558.0,2695.5,324,11.0,42.0,1202,11.0,125.0,372.0,3067.5,33.0,21.0,32.0
559.0,3100.0,15,12.0,44.0,1786,11.0,133.0,396.0,3496.0,38.0,23.0,36.0
560.0,3174.0,79,10.0,44.0,2226,11.0,123.0,367.0,3541.0,39.0,21.0,37.0
561.0,2500.0,23,13.0,60.0,1510,11.0,165.0,491.0,2991.0,33.0,28.0,29.0
562.0,1725.0,20,11.0,53.0,1930,11.0,143.0,426.0,2151.0,23.0,24.0,20.0
563.0,1925.0,94,16.0,70.0,3803,11.0,197.0,585.0,2510.0,27.0,33.0,23.0
564.0,2275.0,190,14.0,64.0,2819,11.0,177.0,525.0,2800.0,31.0,30.0,27.0
565.0,2397.0,57,16.0,71.0,1860,11.0,198.0,590.0,2987.0,33.0,34.0,28.0
566.0,2750.0,57,15.0,75.0,1616,11.0,200.0,595.0,3345.0,36.0,34.0,32.0
567.0,600.0,13,17.0,69.0,2544,11.0,200.0,595.0,1195.0,13.0,34.0,7.0
568.0,1950.0,23,19.0,70.0,3179,11.0,212.0,629.0,2579.0,28.0,36.0,23.0
569.0,1900.0,35,18.0,74.0,1549,11.0,213.0,634.0,2534.0,28.0,36.0,22.0
570.0,1095.0,6,17.0,70.0,1472,11.0,202.0,600.0,1695.0,18.0,34.0,13.0
571.0,2300.0,5,17.0,81.0,1294,11.0,220.0,654.0,2954.0,32.0,37.0,27.0
572.0,2500.0,3,18.0,75.0,1423,11.0,215.0,639.0,3139.0,34.0,36.0,29.0
573.0,3125.0,4,17.0,85.0,1380,11.0,227.0,674.0,3799.0,41.0,38.0,37.0
574.0,2012.5,16,19.0,70.0,1500,11.0,212.0,629.0,2641.5,29.0,36.0,24.0
575.0,3950.0,5,17.0,78.0,1464,11.0,215.0,639.0,4589.0,50.0,36.0,46.0
576.0,2800.0,1,15.0,75.0,1889,11.0,200.0,595.0,3395.0,37.0,34.0,33.0
577.0,2395.0,8,15.0,71.0,2120,11.0,193.0,575.0,2970.0,32.0,33.0,28.0
578.0,1725.0,133,16.0,73.0,3041,11.0,202.0,600.0,2325.0,25.0,34.0,20.0
579.0,2600.0,14,13.0,60.0,855,11.0,165.0,491.0,3091.0,34.0,28.0,31.0
580.0,2945.0,1,13.0,65.0,1517,11.0,173.0,515.0,3460.0,38.0,29.0,35.0
581.0,2400.0,1,14.0,65.0,1826,12.0,178.0,530.0,2930.0,32.0,30.0,28.0
582.0,1900.0,9,16.0,84.0,2821,12.0,220.0,654.0,2554.0,28.0,37.0,22.0
583.0,2850.0,21,18.0,73.0,2990,12.0,212.0,629.0,3479.0,38.0,36.0,34.0
584.0,800.0,2,15.0,61.0,1703,12.0,177.0,525.0,1325.0,14.0,30.0,9.0
585.0,1900.0,13,16.0,73.0,1701,12.0,202.0,600.0,2500.0,27.0,34.0,22.0
586.0,2850.0,2,16.0,66.0,2322,12.0,190.0,565.0,3415.0,37.0,32.0,34.0
588.0,2574.5,6,15.0,65.0,2121,12.0,183.0,545.0,3119.5,34.0,31.0,30.0
589.0,2600.0,15,13.0,58.0,2471,12.0,162.0,481.0,3081.0,34.0,27.0,31.0
590.0,3e3,4,13.0,56.0,1678,12.0,158.0,471.0,3471.0,38.0,27.0,35.0
591.0,2360.0,68,13.0,55.0,3287,12.0,157.0,466.0,2826.0,31.0,27.0,28.0
592.0,3e3,19,12.0,60.0,1769,12.0,160.0,476.0,3476.0,38.0,27.0,35.0
593.0,1795.0,37,14.0,59.0,1135,12.0,168.0,501.0,2296.0,25.0,29.0,21.0
594.0,2050.0,22,15.0,54.0,2289,12.0,165.0,491.0,2541.0,28.0,28.0,24.0
595.0,1675.0,40,12.0,51.0,2687,12.0,145.0,431.0,2106.0,23.0,25.0,20.0
596.0,2495.0,37,12.0,54.0,1070,12.0,150.0,446.0,2941.0,32.0,25.0,29.0
597.0,1900.0,111,13.0,49.0,2107,12.0,147.0,436.0,2336.0,25.0,25.0,22.0
598.0,2800.0,35,14.0,61.0,3596,12.0,172.0,510.0,3310.0,36.0,29.0,33.0
599.0,2925.0,40,14.0,62.0,1840,12.0,173.0,515.0,3440.0,38.0,29.0,34.0
600.0,2300.0,294,16.0,72.0,1690,12.0,200.0,595.0,2895.0,32.0,34.0,27.0
601.0,3e3,113,18.0,83.0,3628,12.0,228.0,679.0,3679.0,40.0,39.0,35.0
603.0,1895.0,122,13.0,51.0,64,12.0,150.0,446.0,2341.0,26.0,25.0,22.0
604.0,2590.0,12,18.0,69.0,953,12.0,205.0,610.0,3200.0,35.0,35.0,30.0
605.0,2377.0,305,17.0,70.0,4480,12.0,202.0,600.0,2977.0,32.0,34.0,28.0
606.0,2345.0,203,17.0,70.0,2052,12.0,202.0,600.0,2945.0,32.0,34.0,28.0
607.0,2590.0,96,17.0,62.0,1855,12.0,188.0,560.0,3150.0,34.0,32.0,30.0
608.0,2950.0,4,18.0,90.0,424,12.0,240.0,714.0,3664.0,40.0,41.0,35.0
609.0,2750.0,168,23.0,88.0,1798,12.0,262.0,778.0,3528.0,38.0,44.0,32.0
610.0,3025.0,14,22.0,93.0,675,12.0,265.0,788.0,3813.0,42.0,45.0,36.0
611.0,2800.0,34,21.0,80.0,2223,12.0,238.0,709.0,3509.0,38.0,40.0,33.0
612.0,2317.5,98,21.0,98.0,2203,12.0,268.0,798.0,3115.5,34.0,45.0,27.0
613.0,2625.0,24,21.0,90.0,1389,12.0,255.0,758.0,3383.0,37.0,43.0,31.0
614.0,2465.0,153,23.0,95.0,1694,12.0,273.0,813.0,3278.0,36.0,46.0,29.0
615.0,2200.0,2,23.0,97.0,1775,12.0,277.0,823.0,3023.0,33.0,47.0,26.0
616.0,2295.0,11,21.0,90.0,1953,12.0,255.0,758.0,3053.0,33.0,43.0,27.0
617.0,1885.0,30,19.0,80.0,1860,12.0,228.0,679.0,2564.0,28.0,39.0,22.0
618.0,2600.0,16,23.0,93.0,947,12.0,270.0,803.0,3403.0,37.0,46.0,31.0
619.0,2982.5,28,23.0,88.0,1937,12.0,262.0,778.0,3760.5,41.0,44.0,35.0
620.0,2495.0,17,22.0,79.0,1396,12.0,242.0,719.0,3214.0,35.0,41.0,29.0
621.0,2600.0,7,18.0,72.0,1691,12.0,210.0,624.0,3224.0,35.0,36.0,31.0
622.0,1887.5,16,23.0,90.0,1897,12.0,265.0,788.0,2675.5,29.0,45.0,22.0
623.0,2500.0,28,22.0,88.0,2678,12.0,257.0,763.0,3263.0,36.0,44.0,29.0
624.0,5200.0,4,16.0,72.0,1079,12.0,200.0,595.0,5795.0,63.0,34.0,61.0
625.0,2053.0,71,17.0,65.0,2708,12.0,193.0,575.0,2628.0,29.0,33.0,24.0
626.0,2103.0,38,17.0,72.0,1751,12.0,205.0,610.0,2713.0,30.0,35.0,25.0
627.0,2347.5,28,14.0,56.0,2208,12.0,163.0,486.0,2833.5,31.0,28.0,28.0
628.0,3250.0,9,17.0,69.0,1706,12.0,200.0,595.0,3845.0,42.0,34.0,38.0
629.0,2999.5,12,19.0,88.0,1898,12.0,242.0,719.0,3718.5,41.0,41.0,35.0
630.0,2600.0,45,16.0,72.0,3004,12.0,200.0,595.0,3195.0,35.0,34.0,31.0
631.0,1825.0,17,16.0,66.0,1939,12.0,190.0,565.0,2390.0,26.0,32.0,21.0
632.0,1850.0,51,16.0,70.0,2299,12.0,197.0,585.0,2435.0,27.0,33.0,22.0
633.0,2495.0,15,15.0,71.0,3174,12.0,193.0,575.0,3070.0,33.0,33.0,29.0
634.0,2425.0,6,15.0,57.0,2117,12.0,170.0,505.0,2930.0,32.0,29.0,29.0
635.0,1248.0,36,16.0,70.0,1573,12.0,197.0,585.0,1833.0,20.0,33.0,15.0
636.0,2700.0,5,18.0,81.0,1926,12.0,225.0,669.0,3369.0,37.0,38.0,32.0
637.0,3300.0,4,20.0,96.0,1320,12.0,260.0,773.0,4073.0,44.0,44.0,39.0
638.0,2300.0,10,18.0,85.0,1853,12.0,232.0,689.0,2989.0,33.0,39.0,27.0
639.0,2100.0,23,17.0,78.0,2119,12.0,215.0,639.0,2739.0,30.0,36.0,25.0
640.0,1050.0,2,16.0,76.0,1180,12.0,207.0,614.0,1664.0,18.0,35.0,12.0
641.0,2672.5,4,20.0,96.0,1315,12.0,260.0,773.0,3445.5,38.0,44.0,31.0
642.0,2500.0,3,21.0,100.0,1241,12.0,272.0,808.0,3308.0,36.0,46.0,29.0
643.0,2650.0,15,22.0,105.0,1501,12.0,285.0,847.0,3497.0,38.0,48.0,31.0
644.0,1925.0,4,20.0,89.0,1673,12.0,248.0,738.0,2663.0,29.0,42.0,23.0
645.0,2800.0,99,22.0,97.0,1508,12.0,272.0,808.0,3608.0,39.0,46.0,33.0
646.0,2850.0,19,22.0,91.0,1124,12.0,262.0,778.0,3628.0,40.0,44.0,34.0
647.0,2995.0,5,23.0,91.0,1418,12.0,267.0,793.0,3788.0,41.0,45.0,35.0
648.0,2900.0,8,21.0,93.0,1691,12.0,260.0,773.0,3673.0,40.0,44.0,34.0
649.0,2800.0,26,23.0,94.0,1585,12.0,272.0,808.0,3608.0,39.0,46.0,33.0
650.0,2550.0,8,21.0,96.0,2671,12.0,265.0,788.0,3338.0,36.0,45.0,30.0
651.0,2035.0,84,19.0,90.0,2747,12.0,245.0,728.0,2763.0,30.0,42.0,24.0
652.0,1700.0,2,23.0,106.0,1722,12.0,292.0,867.0,2567.0,28.0,49.0,20.0
653.0,3600.0,39,24.0,96.0,3518,12.0,280.0,833.0,4433.0,48.0,47.0,42.0
654.0,1800.0,40,26.0,122.0,2373,12.0,333.0,991.0,2791.0,30.0,56.0,21.0
655.0,4e3,41,20.0,109.0,3970,12.0,282.0,837.0,4837.0,53.0,48.0,47.0
656.0,2550.0,33,20.0,115.0,2455,13.0,292.0,867.0,3417.0,37.0,49.0,30.0
657.0,1965.0,119,18.0,82.0,2630,13.0,227.0,674.0,2639.0,29.0,38.0,23.0
658.0,3200.0,13,21.0,87.0,1545,13.0,250.0,743.0,3943.0,43.0,42.0,38.0
659.0,2625.0,16,20.0,82.0,1082,13.0,237.0,704.0,3329.0,36.0,40.0,31.0
660.0,2168.0,26,17.0,68.0,1340,13.0,198.0,590.0,2758.0,30.0,34.0,26.0
661.0,1995.0,169,18.0,66.0,3045,13.0,200.0,595.0,2590.0,28.0,34.0,23.0
662.0,3150.0,14,19.0,79.0,1579,13.0,227.0,674.0,3824.0,42.0,38.0,37.0
663.0,2717.5,10,18.0,77.0,1076,13.0,218.0,649.0,3366.5,37.0,37.0,32.0
664.0,2488.0,49,19.0,72.0,2362,13.0,215.0,639.0,3127.0,34.0,36.0,29.0
665.0,2747.5,36,17.0,76.0,2439,13.0,212.0,629.0,3376.5,37.0,36.0,32.0
666.0,1805.0,126,15.0,63.0,2111,13.0,180.0,535.0,2340.0,26.0,31.0,21.0
667.0,1999.5,84,14.0,57.0,2125,13.0,165.0,491.0,2490.5,27.0,28.0,24.0
668.0,2125.0,14,16.0,73.0,2495,13.0,202.0,600.0,2725.0,30.0,34.0,25.0
669.0,1650.0,100,17.0,73.0,3429,13.0,207.0,614.0,2264.0,25.0,35.0,19.0
670.0,2545.0,12,18.0,79.0,3144,13.0,222.0,659.0,3204.0,35.0,38.0,30.0
671.0,1936.0,185,17.0,71.0,2578,13.0,203.0,605.0,2541.0,28.0,34.0,23.0
672.0,2309.5,320,17.0,73.0,1680,13.0,207.0,614.0,2923.5,32.0,35.0,27.0
673.0,2095.0,15,15.0,64.0,1414,13.0,182.0,540.0,2635.0,29.0,31.0,25.0
674.0,2200.0,112,15.0,57.0,2205,13.0,170.0,505.0,2705.0,30.0,29.0,26.0
675.0,1595.0,35,14.0,67.0,2136,13.0,182.0,540.0,2135.0,23.0,31.0,19.0
676.0,2083.0,364,16.0,66.0,3509,13.0,190.0,565.0,2648.0,29.0,32.0,25.0
677.0,1920.0,44,14.0,59.0,2062,13.0,168.0,501.0,2421.0,26.0,29.0,23.0
678.0,3200.0,5,18.0,69.0,939,13.0,205.0,610.0,3810.0,42.0,35.0,38.0
679.0,2398.0,118,16.0,60.0,1463,13.0,180.0,535.0,2933.0,32.0,31.0,28.0
680.0,2175.0,14,19.0,75.0,2711,13.0,220.0,654.0,2829.0,31.0,37.0,26.0
681.0,1495.0,55,16.0,65.0,1157,13.0,188.0,560.0,2055.0,22.0,32.0,18.0
682.0,2450.0,19,20.0,80.0,1776,13.0,233.0,694.0,3144.0,34.0,40.0,29.0
683.0,1525.0,1,19.0,67.0,1371,13.0,207.0,614.0,2139.0,23.0,35.0,18.0
684.0,2995.0,41,20.0,74.0,2493,13.0,223.0,664.0,3659.0,40.0,38.0,35.0
685.0,1895.0,19,19.0,73.0,1701,13.0,217.0,644.0,2539.0,28.0,37.0,22.0
686.0,1950.0,55,17.0,74.0,1781,13.0,208.0,619.0,2569.0,28.0,35.0,23.0
687.0,2875.0,28,18.0,69.0,1537,13.0,205.0,610.0,3485.0,38.0,35.0,34.0
688.0,3450.0,40,18.0,57.0,3438,13.0,185.0,550.0,4e3,44.0,31.0,41.0
689.0,3680.0,7,22.0,75.0,1551,13.0,235.0,699.0,4379.0,48.0,40.0,43.0
690.0,4250.0,14,21.0,91.0,1865,13.0,257.0,763.0,5013.0,55.0,44.0,50.0
691.0,4195.0,8,24.0,80.0,1019,13.0,253.0,753.0,4948.0,54.0,43.0,49.0
692.0,3850.0,28,22.0,72.0,1008,13.0,230.0,684.0,4534.0,49.0,39.0,45.0
693.0,4200.0,44,21.0,76.0,1299,13.0,232.0,689.0,4889.0,53.0,39.0,49.0
694.0,4650.0,42,25.0,92.0,1817,13.0,278.0,828.0,5478.0,60.0,47.0,55.0
695.0,4250.0,40,25.0,95.0,2734,13.0,283.0,842.0,5092.0,56.0,48.0,50.0
696.0,4575.0,17,20.0,84.0,1699,13.0,240.0,714.0,5289.0,58.0,41.0,54.0
697.0,1432.5,2,20.0,75.0,617,14.0,225.0,669.0,2101.5,23.0,38.0,17.0
698.0,3300.0,20,21.0,115.0,2849,14.0,297.0,882.0,4182.0,46.0,50.0,39.0
699.0,2895.0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0
700.0,2062.5,84,18.0,71.0,3457,14.0,208.0,619.0,2681.5,29.0,35.0,24.0
701.0,2950.0,24,17.0,72.0,2306,14.0,205.0,610.0,3560.0,39.0,35.0,35.0
702.0,1900.0,66,18.0,57.0,3926,14.0,185.0,550.0,2450.0,27.0,31.0,22.0
703.0,2875.0,15,24.0,93.0,1453,14.0,275.0,818.0,3693.0,40.0,47.0,34.0
704.0,3295.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0
705.0,1690.0,54,18.0,77.0,3599,14.0,218.0,649.0,2339.0,26.0,37.0,20.0
706.0,2012.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0
707.0,1640.0,50,13.0,51.0,3127,14.0,150.0,446.0,2086.0,23.0,25.0,19.0
708.0,1695.0,21,16.0,62.0,3058,14.0,183.0,545.0,2240.0,24.0,31.0,20.0
709.0,1600.0,110,13.0,53.0,2176,14.0,153.0,456.0,2056.0,22.0,26.0,19.0
710.0,1695.0,147,12.0,70.0,2493,14.0,177.0,525.0,2220.0,24.0,30.0,20.0
711.0,3325.0,26,13.0,75.0,2722,14.0,190.0,565.0,3890.0,42.0,32.0,39.0
