taz_key,median_rent,no_of_rentals,taz_driving,taz_transit,commuter_count,home_superD,commute_cost_min,commute_cost_median,all_costs,all_index,com_index,rent_index
992.0,1800.0,41,15.0,46.0,696,19.0,152.0,451.0,2251.0,25.0,26.0,21.0
993.0,1800.0,60,17.0,49.0,1187,19.0,167.0,496.0,2296.0,25.0,28.0,21.0
994.0,2072.5,22,13.0,42.0,642,19.0,135.0,401.0,2473.5,27.0,23.0,24.0
995.0,2100.0,75,15.0,36.0,1488,19.0,135.0,401.0,2501.0,27.0,23.0,25.0
996.0,2250.0,65,15.0,46.0,1531,19.0,152.0,451.0,2701.0,29.0,26.0,26.0
997.0,1750.0,19,14.0,38.0,569,19.0,133.0,396.0,2146.0,23.0,23.0,21.0
998.0,1850.0,92,20.0,47.0,2213,19.0,178.0,530.0,2380.0,26.0,30.0,22.0
999.0,3500.0,24,17.0,42.0,654,19.0,155.0,461.0,3961.0,43.0,26.0,41.0
1e3,2147.0,76,18.0,50.0,1418,19.0,173.0,515.0,2662.0,29.0,29.0,25.0
1001.0,2147.5,110,16.0,40.0,1300,19.0,147.0,436.0,2583.5,28.0,25.0,25.0
1002.0,1899.0,100,15.0,33.0,808,19.0,130.0,387.0,2286.0,25.0,22.0,22.0
1003.0,2795.0,41,15.0,40.0,526,19.0,142.0,421.0,3216.0,35.0,24.0,33.0
1004.0,2150.0,43,19.0,50.0,988,19.0,178.0,530.0,2680.0,29.0,30.0,25.0
1005.0,4500.0,77,23.0,91.0,910,19.0,267.0,793.0,5293.0,58.0,45.0,53.0
1006.0,1695.0,64,14.0,41.0,1183,19.0,138.0,411.0,2106.0,23.0,23.0,20.0
1007.0,1800.0,92,14.0,34.0,1981,19.0,127.0,377.0,2177.0,24.0,21.0,21.0
1008.0,1695.0,359,10.0,26.0,2928,19.0,93.0,278.0,1973.0,22.0,16.0,20.0
1009.0,2295.0,430,14.0,34.0,2284,19.0,127.0,377.0,2672.0,29.0,21.0,27.0
1010.0,2315.0,127,16.0,45.0,1038,19.0,155.0,461.0,2776.0,30.0,26.0,27.0
1011.0,2150.0,73,16.0,32.0,1045,19.0,133.0,396.0,2546.0,28.0,23.0,25.0
1012.0,1700.0,96,15.0,30.0,1698,19.0,125.0,372.0,2072.0,23.0,21.0,20.0
1013.0,1275.0,29,14.0,38.0,1285,19.0,133.0,396.0,1671.0,18.0,23.0,15.0
1014.0,2610.0,126,14.0,38.0,732,19.0,133.0,396.0,3006.0,33.0,23.0,31.0
1015.0,2100.0,62,15.0,43.0,1034,19.0,147.0,436.0,2536.0,28.0,25.0,25.0
1016.0,1700.0,197,17.0,39.0,1391,19.0,150.0,446.0,2146.0,23.0,25.0,20.0
1017.0,2299.0,264,17.0,32.0,1703,19.0,138.0,411.0,2710.0,30.0,23.0,27.0
1018.0,2730.0,217,11.0,21.0,1758,19.0,90.0,268.0,2998.0,33.0,15.0,32.0
1019.0,1895.0,18,9.0,26.0,521,19.0,88.0,263.0,2158.0,24.0,15.0,22.0
1020.0,2300.0,339,17.0,36.0,2099,19.0,145.0,431.0,2731.0,30.0,25.0,27.0
1021.0,2495.0,211,17.0,39.0,1723,19.0,150.0,446.0,2941.0,32.0,25.0,29.0
1022.0,1950.0,63,18.0,36.0,1288,19.0,150.0,446.0,2396.0,26.0,25.0,23.0
1023.0,1600.0,175,17.0,40.0,1250,19.0,152.0,451.0,2051.0,22.0,26.0,19.0
1024.0,2500.0,162,18.0,46.0,974,19.0,167.0,496.0,2996.0,33.0,28.0,29.0
1025.0,1900.0,39,20.0,46.0,1268,19.0,177.0,525.0,2425.0,26.0,30.0,22.0
1026.0,1600.0,9,19.0,42.0,703,19.0,165.0,491.0,2091.0,23.0,28.0,19.0
1027.0,2500.0,77,20.0,46.0,1061,19.0,177.0,525.0,3025.0,33.0,30.0,29.0
1028.0,3e3,74,23.0,52.0,1221,19.0,202.0,600.0,3600.0,39.0,34.0,35.0
1029.0,2800.0,77,27.0,57.0,1355,19.0,230.0,684.0,3484.0,38.0,39.0,33.0
1030.0,3725.0,24,24.0,50.0,961,19.0,203.0,605.0,4330.0,47.0,34.0,44.0
1031.0,2500.0,100,25.0,66.0,1161,19.0,235.0,699.0,3199.0,35.0,40.0,29.0
1032.0,1595.0,29,19.0,49.0,526,19.0,177.0,525.0,2120.0,23.0,30.0,19.0
1033.0,3737.5,28,23.0,54.0,1306,19.0,205.0,610.0,4347.5,47.0,35.0,44.0
1034.0,3750.0,26,22.0,61.0,1183,19.0,212.0,629.0,4379.0,48.0,36.0,44.0
1035.0,1250.0,19,24.0,56.0,804,19.0,213.0,634.0,1884.0,21.0,36.0,15.0
1036.0,1699.0,47,23.0,50.0,990,19.0,198.0,590.0,2289.0,25.0,34.0,20.0
1037.0,1799.0,63,20.0,53.0,703,19.0,188.0,560.0,2359.0,26.0,32.0,21.0
1038.0,1800.0,1,17.0,43.0,1118,19.0,157.0,466.0,2266.0,25.0,27.0,21.0
1039.0,2200.0,96,24.0,62.0,1674,19.0,223.0,664.0,2864.0,31.0,38.0,26.0
1040.0,1575.0,16,23.0,49.0,449,20.0,197.0,585.0,2160.0,24.0,33.0,19.0
1041.0,1695.0,20,26.0,40.0,583,20.0,197.0,585.0,2280.0,25.0,33.0,20.0
1042.0,2950.0,14,25.0,53.0,508,20.0,213.0,634.0,3584.0,39.0,36.0,35.0
1043.0,1825.0,34,28.0,68.0,789,20.0,253.0,753.0,2578.0,28.0,43.0,21.0
1044.0,3900.0,21,27.0,65.0,741,20.0,243.0,724.0,4624.0,50.0,41.0,46.0
1045.0,3400.0,10,24.0,77.0,726,20.0,248.0,738.0,4138.0,45.0,42.0,40.0
1046.0,3e3,66,29.0,70.0,647,20.0,262.0,778.0,3778.0,41.0,44.0,35.0
1047.0,2e3,119,22.0,69.0,805,20.0,225.0,669.0,2669.0,29.0,38.0,24.0
1048.0,1795.0,41,24.0,56.0,861,20.0,213.0,634.0,2429.0,26.0,36.0,21.0
1049.0,1800.0,65,22.0,69.0,1829,20.0,225.0,669.0,2469.0,27.0,38.0,21.0
1050.0,1410.0,37,20.0,72.0,2565,20.0,220.0,654.0,2064.0,23.0,37.0,17.0
1051.0,1780.0,54,23.0,56.0,1151,20.0,208.0,619.0,2399.0,26.0,35.0,21.0
1052.0,2400.0,9,24.0,56.0,380,20.0,213.0,634.0,3034.0,33.0,36.0,28.0
1053.0,2450.0,23,23.0,66.0,1289,20.0,225.0,669.0,3119.0,34.0,38.0,29.0
1054.0,2050.0,21,19.0,67.0,1056,20.0,207.0,614.0,2664.0,29.0,35.0,24.0
1055.0,1449.0,28,19.0,65.0,1978,20.0,203.0,605.0,2054.0,22.0,34.0,17.0
1056.0,1295.0,12,21.0,57.0,1506,20.0,200.0,595.0,1890.0,21.0,34.0,15.0
1057.0,1500.0,27,21.0,51.0,1602,20.0,190.0,565.0,2065.0,23.0,32.0,18.0
1058.0,1300.0,72,20.0,70.0,1983,20.0,217.0,644.0,1944.0,21.0,37.0,15.0
1059.0,2800.0,175,25.0,73.0,2486,20.0,247.0,733.0,3533.0,39.0,42.0,33.0
1060.0,1300.0,79,21.0,66.0,2111,20.0,215.0,639.0,1939.0,21.0,36.0,15.0
1061.0,1e3,122,25.0,67.0,2392,20.0,237.0,704.0,1704.0,19.0,40.0,12.0
1062.0,1700.0,70,27.0,75.0,1212,20.0,260.0,773.0,2473.0,27.0,44.0,20.0
1063.0,1400.0,96,22.0,62.0,2163,20.0,213.0,634.0,2034.0,22.0,36.0,16.0
1064.0,1025.0,19,21.0,55.0,1581,20.0,197.0,585.0,1610.0,18.0,33.0,12.0
1065.0,1500.0,13,21.0,57.0,2792,20.0,200.0,595.0,2095.0,23.0,34.0,18.0
1066.0,1100.0,112,19.0,54.0,2143,20.0,185.0,550.0,1650.0,18.0,31.0,13.0
1067.0,1300.0,25,21.0,63.0,2824,20.0,210.0,624.0,1924.0,21.0,36.0,15.0
1068.0,1250.0,43,21.0,66.0,1926,20.0,215.0,639.0,1889.0,21.0,36.0,15.0
1069.0,1813.0,251,18.0,70.0,3142,20.0,207.0,614.0,2427.0,26.0,35.0,21.0
1070.0,1700.0,4,22.0,67.0,1546,20.0,222.0,659.0,2359.0,26.0,38.0,20.0
1071.0,1300.0,25,22.0,63.0,2229,20.0,215.0,639.0,1939.0,21.0,36.0,15.0
1072.0,1112.5,20,18.0,46.0,1825,20.0,167.0,496.0,1608.5,18.0,28.0,13.0
1073.0,1466.0,147,21.0,67.0,1793,20.0,217.0,644.0,2110.0,23.0,37.0,17.0
1074.0,1495.0,41,18.0,63.0,2499,20.0,195.0,580.0,2075.0,23.0,33.0,18.0
1075.0,1250.0,11,19.0,68.0,926,20.0,208.0,619.0,1869.0,20.0,35.0,15.0
1076.0,1850.0,25,22.0,79.0,873,20.0,242.0,719.0,2569.0,28.0,41.0,22.0
1077.0,1050.0,55,23.0,90.0,1518,20.0,265.0,788.0,1838.0,20.0,45.0,12.0
1078.0,1650.0,86,21.0,77.0,1572,20.0,233.0,694.0,2344.0,26.0,40.0,19.0
1079.0,2400.0,43,25.0,85.0,3352,20.0,267.0,793.0,3193.0,35.0,45.0,28.0
1080.0,1400.0,53,25.0,66.0,1941,20.0,235.0,699.0,2099.0,23.0,40.0,16.0
1081.0,1800.0,5,24.0,68.0,1611,20.0,233.0,694.0,2494.0,27.0,40.0,21.0
1082.0,1659.0,35,23.0,71.0,1782,20.0,233.0,694.0,2353.0,26.0,40.0,20.0
1083.0,1750.0,72,22.0,84.0,5029,20.0,250.0,743.0,2493.0,27.0,42.0,21.0
1084.0,1900.0,5,27.0,106.0,2188,20.0,312.0,927.0,2827.0,31.0,53.0,22.0
1085.0,2700.0,15,27.0,119.0,1625,20.0,333.0,991.0,3691.0,40.0,56.0,32.0
1086.0,2075.0,76,25.0,107.0,2522,20.0,303.0,902.0,2977.0,32.0,51.0,24.0
1087.0,1695.5,262,29.0,120.0,2202,20.0,345.0,1026.0,2721.5,30.0,58.0,20.0
1088.0,965.0,8,24.0,121.0,1303,20.0,322.0,956.0,1921.0,21.0,55.0,11.0
1089.0,1200.0,57,24.0,111.0,1814,20.0,305.0,907.0,2107.0,23.0,52.0,14.0
1090.0,1200.0,31,27.0,122.0,957,20.0,338.0,1006.0,2206.0,24.0,57.0,14.0
1091.0,1525.0,98,21.0,88.0,1088,21.0,252.0,748.0,2273.0,25.0,43.0,18.0
1092.0,1172.5,16,16.0,75.0,227,21.0,205.0,610.0,1782.5,19.0,35.0,14.0
1093.0,1447.5,10,20.0,110.0,657,21.0,283.0,842.0,2289.5,25.0,48.0,17.0
1094.0,1691.0,116,20.0,81.0,2724,21.0,235.0,699.0,2390.0,26.0,40.0,20.0
1095.0,1600.0,18,16.0,84.0,1189,21.0,220.0,654.0,2254.0,25.0,37.0,19.0
1096.0,1546.0,309,19.0,90.0,3159,21.0,245.0,728.0,2274.0,25.0,42.0,18.0
1097.0,1595.0,13,21.0,83.0,1216,21.0,243.0,724.0,2319.0,25.0,41.0,19.0
1098.0,1760.0,114,22.0,69.0,2596,21.0,225.0,669.0,2429.0,26.0,38.0,21.0
1099.0,1525.0,41,26.0,77.0,2597,21.0,258.0,768.0,2293.0,25.0,44.0,18.0
1100.0,2495.0,30,32.0,109.0,2678,21.0,342.0,1016.0,3511.0,38.0,58.0,29.0
1101.0,2950.0,12,35.0,118.0,1365,21.0,372.0,1105.0,4055.0,44.0,63.0,35.0
1102.0,2975.0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0
1103.0,2500.0,31,28.0,99.0,2658,21.0,305.0,907.0,3407.0,37.0,52.0,29.0
1104.0,2825.0,12,26.0,106.0,1390,21.0,307.0,912.0,3737.0,41.0,52.0,33.0
1105.0,1975.0,12,19.0,72.0,386,21.0,215.0,639.0,2614.0,29.0,36.0,23.0
1106.0,1695.0,219,28.0,82.0,2757,21.0,277.0,823.0,2518.0,27.0,47.0,20.0
1107.0,1550.0,66,24.0,91.0,1348,21.0,272.0,808.0,2358.0,26.0,46.0,18.0
1108.0,2e3,9,26.0,97.0,2038,21.0,292.0,867.0,2867.0,31.0,49.0,24.0
1109.0,1550.0,54,23.0,80.0,2687,21.0,248.0,738.0,2288.0,25.0,42.0,18.0
1110.0,1375.0,95,18.0,55.0,2340,21.0,182.0,540.0,1915.0,21.0,31.0,16.0
1111.0,1950.0,41,18.0,53.0,1863,21.0,178.0,530.0,2480.0,27.0,30.0,23.0
1112.0,1350.0,136,16.0,53.0,2292,21.0,168.0,501.0,1851.0,20.0,29.0,16.0
1113.0,2224.0,271,10.0,31.0,557,21.0,102.0,302.0,2526.0,28.0,17.0,26.0
1114.0,1195.0,252,13.0,38.0,3053,21.0,128.0,382.0,1577.0,17.0,22.0,14.0
1115.0,1299.0,35,13.0,37.0,1709,21.0,127.0,377.0,1676.0,18.0,21.0,15.0
1116.0,1847.5,34,18.0,49.0,1204,21.0,172.0,510.0,2357.5,26.0,29.0,22.0
1117.0,2800.0,14,23.0,92.0,1099,21.0,268.0,798.0,3598.0,39.0,45.0,33.0
1118.0,1725.0,83,20.0,67.0,2415,21.0,212.0,629.0,2354.0,26.0,36.0,20.0
1119.0,1412.5,56,18.0,68.0,3028,21.0,203.0,605.0,2017.5,22.0,34.0,17.0
1120.0,1250.0,49,15.0,53.0,3273,21.0,163.0,486.0,1736.0,19.0,28.0,15.0
1121.0,1907.5,422,18.0,68.0,3552,21.0,203.0,605.0,2512.5,27.0,34.0,22.0
1122.0,1600.0,81,17.0,72.0,2208,21.0,205.0,610.0,2210.0,24.0,35.0,19.0
1123.0,1713.0,489,16.0,57.0,1896,21.0,175.0,520.0,2233.0,24.0,30.0,20.0
1124.0,1495.0,49,19.0,104.0,2116,21.0,268.0,798.0,2293.0,25.0,45.0,18.0
1125.0,1580.0,72,19.0,93.0,1539,21.0,250.0,743.0,2323.0,25.0,42.0,19.0
1126.0,2300.0,38,21.0,89.0,2341,21.0,253.0,753.0,3053.0,33.0,43.0,27.0
1127.0,1628.0,85,17.0,59.0,2182,21.0,183.0,545.0,2173.0,24.0,31.0,19.0
1128.0,1900.0,91,17.0,75.0,1562,21.0,210.0,624.0,2524.0,28.0,36.0,22.0
1129.0,1495.0,59,18.0,71.0,1969,21.0,208.0,619.0,2114.0,23.0,35.0,18.0
1130.0,1575.0,8,17.0,75.0,1135,21.0,210.0,624.0,2199.0,24.0,36.0,19.0
1131.0,1795.0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0
1132.0,1795.0,61,20.0,53.0,1440,22.0,188.0,560.0,2355.0,26.0,32.0,21.0
1133.0,1850.0,50,10.0,57.0,1081,22.0,145.0,431.0,2281.0,25.0,25.0,22.0
1134.0,1800.0,185,17.0,67.0,1943,22.0,197.0,585.0,2385.0,26.0,33.0,21.0
1135.0,2125.0,257,20.0,68.0,1957,22.0,213.0,634.0,2759.0,30.0,36.0,25.0
1136.0,1821.5,116,17.0,47.0,1733,22.0,163.0,486.0,2307.5,25.0,28.0,21.0
1137.0,1650.0,84,23.0,67.0,1191,22.0,227.0,674.0,2324.0,25.0,38.0,19.0
1138.0,2295.0,70,24.0,66.0,2114,22.0,230.0,684.0,2979.0,32.0,39.0,27.0
1139.0,3750.0,3,27.0,133.0,1240,22.0,357.0,1061.0,4811.0,52.0,60.0,44.0
1140.0,3e3,55,21.0,76.0,890,22.0,232.0,689.0,3689.0,40.0,39.0,35.0
1141.0,1550.0,27,23.0,80.0,1865,22.0,248.0,738.0,2288.0,25.0,42.0,18.0
1142.0,1700.0,37,19.0,94.0,1257,22.0,252.0,748.0,2448.0,27.0,43.0,20.0
1143.0,1750.0,54,20.0,70.0,1292,22.0,217.0,644.0,2394.0,26.0,37.0,21.0
1144.0,1645.0,419,19.0,65.0,1816,22.0,203.0,605.0,2250.0,25.0,34.0,19.0
1145.0,2035.0,597,17.0,55.0,2245,22.0,177.0,525.0,2560.0,28.0,30.0,24.0
1146.0,1695.0,296,18.0,65.0,1069,22.0,198.0,590.0,2285.0,25.0,34.0,20.0
1147.0,2775.0,30,22.0,88.0,1606,22.0,257.0,763.0,3538.0,39.0,44.0,33.0
1148.0,2200.0,61,19.0,85.0,455,22.0,237.0,704.0,2904.0,32.0,40.0,26.0
1149.0,1747.5,136,16.0,56.0,1710,22.0,173.0,515.0,2262.5,25.0,29.0,21.0
1150.0,2375.0,131,20.0,69.0,1520,22.0,215.0,639.0,3014.0,33.0,36.0,28.0
1151.0,3695.0,23,34.0,149.0,1103,22.0,418.0,1244.0,4939.0,54.0,71.0,43.0
1152.0,2175.0,130,24.0,64.0,1955,22.0,227.0,674.0,2849.0,31.0,38.0,26.0
1153.0,2e3,44,23.0,68.0,1297,22.0,228.0,679.0,2679.0,29.0,39.0,24.0
1154.0,3200.0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.0
1155.0,4200.0,15,21.0,74.0,571,22.0,228.0,679.0,4879.0,53.0,39.0,49.0
1156.0,3600.0,73,23.0,70.0,1181,22.0,232.0,689.0,4289.0,47.0,39.0,42.0
1157.0,4800.0,12,29.0,96.0,630,22.0,305.0,907.0,5707.0,62.0,52.0,56.0
1158.0,2295.0,163,29.0,97.0,1850,22.0,307.0,912.0,3207.0,35.0,52.0,27.0
1159.0,2450.0,47,27.0,95.0,1003,22.0,293.0,872.0,3322.0,36.0,50.0,29.0
1160.0,3500.0,15,29.0,103.0,1683,22.0,317.0,942.0,4442.0,48.0,54.0,41.0
1161.0,2200.0,52,21.0,103.0,3604,23.0,277.0,823.0,3023.0,33.0,47.0,26.0
1162.0,1950.0,8,19.0,72.0,343,23.0,215.0,639.0,2589.0,28.0,36.0,23.0
1163.0,5795.0,16,21.0,98.0,1113,23.0,268.0,798.0,6593.0,72.0,45.0,68.0
1164.0,6200.0,33,26.0,128.0,1844,23.0,343.0,1021.0,7221.0,79.0,58.0,73.0
1165.0,3500.0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0
1166.0,3575.0,10,23.0,125.0,3706,23.0,323.0,961.0,4536.0,49.0,55.0,42.0
1167.0,3e3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0
1168.0,1950.0,143,20.0,66.0,2708,23.0,210.0,624.0,2574.0,28.0,36.0,23.0
1169.0,2175.0,66,24.0,111.0,2259,23.0,305.0,907.0,3082.0,34.0,52.0,26.0
1170.0,2173.0,160,22.0,97.0,2755,23.0,272.0,808.0,2981.0,33.0,46.0,26.0
1171.0,2382.0,35,21.0,85.0,3016,23.0,247.0,733.0,3115.0,34.0,42.0,28.0
1172.0,2e3,35,20.0,77.0,2094,23.0,228.0,679.0,2679.0,29.0,39.0,24.0
1173.0,3200.0,9,28.0,108.0,808,23.0,320.0,951.0,4151.0,45.0,54.0,38.0
1174.0,2200.0,9,20.0,82.0,1853,23.0,237.0,704.0,2904.0,32.0,40.0,26.0
1175.0,2150.0,575,20.0,71.0,4276,23.0,218.0,649.0,2799.0,31.0,37.0,25.0
1176.0,2218.0,677,19.0,65.0,10627,23.0,203.0,605.0,2823.0,31.0,34.0,26.0
1177.0,2295.0,143,32.0,134.0,4978,24.0,383.0,1140.0,3435.0,37.0,65.0,27.0
1178.0,1950.0,289,22.0,84.0,11173,24.0,250.0,743.0,2693.0,29.0,42.0,23.0
1179.0,1995.0,285,25.0,69.0,4915,24.0,240.0,714.0,2709.0,30.0,41.0,23.0
1180.0,2100.0,82,21.0,75.0,4685,24.0,230.0,684.0,2784.0,30.0,39.0,25.0
1181.0,1400.0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0
1182.0,1475.0,53,22.0,91.0,4024,24.0,262.0,778.0,2253.0,25.0,44.0,17.0
1183.0,1995.0,42,19.0,85.0,1388,24.0,237.0,704.0,2699.0,29.0,40.0,23.0
1184.0,1837.5,50,18.0,75.0,1520,24.0,215.0,639.0,2476.5,27.0,36.0,22.0
1185.0,2100.0,60,18.0,57.0,4872,24.0,185.0,550.0,2650.0,29.0,31.0,25.0
1186.0,2e3,245,19.0,62.0,5656,24.0,198.0,590.0,2590.0,28.0,34.0,24.0
1187.0,1495.0,208,15.0,63.0,2712,24.0,180.0,535.0,2030.0,22.0,31.0,18.0
1188.0,1800.0,132,16.0,64.0,2941,24.0,187.0,555.0,2355.0,26.0,32.0,21.0
1189.0,1249.0,391,16.0,69.0,2613,24.0,195.0,580.0,1829.0,20.0,33.0,15.0
1190.0,995.0,43,15.0,54.0,1321,24.0,165.0,491.0,1486.0,16.0,28.0,12.0
1191.0,1350.0,86,14.0,52.0,1578,24.0,157.0,466.0,1816.0,20.0,27.0,16.0
1192.0,1645.0,48,19.0,88.0,1636,24.0,242.0,719.0,2364.0,26.0,41.0,19.0
1193.0,1270.0,569,17.0,78.0,2960,24.0,215.0,639.0,1909.0,21.0,36.0,15.0
1194.0,1585.0,10,15.0,72.0,2143,24.0,195.0,580.0,2165.0,24.0,33.0,19.0
1195.0,2100.0,112,21.0,89.0,5612,24.0,253.0,753.0,2853.0,31.0,43.0,25.0
1196.0,1750.0,33,23.0,100.0,2473,24.0,282.0,837.0,2587.0,28.0,48.0,21.0
1197.0,1e3,32,19.0,61.0,1016,24.0,197.0,585.0,1585.0,17.0,33.0,12.0
1198.0,1250.0,40,24.0,82.0,1428,24.0,257.0,763.0,2013.0,22.0,44.0,15.0
1199.0,1365.0,273,19.0,75.0,2553,24.0,220.0,654.0,2019.0,22.0,37.0,16.0
1200.0,1662.5,152,27.0,106.0,3198,24.0,312.0,927.0,2589.5,28.0,53.0,20.0
1201.0,1799.0,19,24.0,123.0,1714,24.0,325.0,966.0,2765.0,30.0,55.0,21.0
1202.0,1600.0,8,20.0,83.0,1090,24.0,238.0,709.0,2309.0,25.0,40.0,19.0
1203.0,1165.0,121,21.0,87.0,1801,24.0,250.0,743.0,1908.0,21.0,42.0,14.0
1204.0,1695.0,7,15.0,81.0,835,24.0,210.0,624.0,2319.0,25.0,36.0,20.0
1205.0,989.0,51,23.0,101.0,1228,24.0,283.0,842.0,1831.0,20.0,48.0,12.0
1206.0,1595.0,28,18.0,85.0,2110,24.0,232.0,689.0,2284.0,25.0,39.0,19.0
1207.0,500.0,30,24.0,85.0,2061,24.0,262.0,778.0,1278.0,14.0,44.0,6.0
1208.0,975.0,29,21.0,83.0,2929,24.0,243.0,724.0,1699.0,19.0,41.0,11.0
1209.0,1208.0,29,23.0,86.0,1860,24.0,258.0,768.0,1976.0,22.0,44.0,14.0
1210.0,1600.0,12,21.0,80.0,2230,24.0,238.0,709.0,2309.0,25.0,40.0,19.0
1211.0,1475.0,27,16.0,74.0,1284,25.0,203.0,605.0,2080.0,23.0,34.0,17.0
1212.0,1500.0,26,20.0,76.0,1311,NA,227.0,674.0,2174.0,24.0,38.0,18.0
1213.0,1162.5,4,18.0,77.0,1028,25.0,218.0,649.0,1811.5,20.0,37.0,14.0
1214.0,1648.0,95,18.0,81.0,1239,25.0,225.0,669.0,2317.0,25.0,38.0,19.0
1215.0,1200.0,50,18.0,79.0,1360,25.0,222.0,659.0,1859.0,20.0,38.0,14.0
1216.0,1600.0,30,18.0,93.0,1161,25.0,245.0,728.0,2328.0,25.0,42.0,19.0
1217.0,3097.5,2,18.0,105.0,1733,25.0,265.0,788.0,3885.5,42.0,45.0,36.0
1218.0,1218.0,185,19.0,70.0,1564,25.0,212.0,629.0,1847.0,20.0,36.0,14.0
1219.0,1800.0,26,19.0,84.0,966,25.0,235.0,699.0,2499.0,27.0,40.0,21.0
1220.0,1675.0,86,20.0,110.0,3421,25.0,283.0,842.0,2517.0,27.0,48.0,20.0
1221.0,1400.0,34,16.0,68.0,1524,25.0,193.0,575.0,1975.0,22.0,33.0,16.0
1222.0,1325.0,133,15.0,71.0,926,25.0,193.0,575.0,1900.0,21.0,33.0,16.0
1223.0,1450.0,30,13.0,59.0,991,25.0,163.0,486.0,1936.0,21.0,28.0,17.0
1224.0,950.0,93,14.0,45.0,790,25.0,145.0,431.0,1381.0,15.0,25.0,11.0
1225.0,1050.0,47,14.0,50.0,738,25.0,153.0,456.0,1506.0,16.0,26.0,12.0
1226.0,1575.0,49,14.0,46.0,1037,25.0,147.0,436.0,2011.0,22.0,25.0,19.0
1227.0,1200.0,17,14.0,57.0,935,25.0,165.0,491.0,1691.0,18.0,28.0,14.0
1228.0,1715.0,174,13.0,65.0,592,25.0,173.0,515.0,2230.0,24.0,29.0,20.0
1229.0,1575.0,25,13.0,55.0,1145,25.0,157.0,466.0,2041.0,22.0,27.0,19.0
1230.0,1672.5,28,17.0,69.0,2153,25.0,200.0,595.0,2267.5,25.0,34.0,20.0
1231.0,250.0,18,12.0,47.0,957,25.0,138.0,411.0,661.0,7.0,23.0,3.0
1232.0,1300.0,28,11.0,41.0,976,25.0,123.0,367.0,1667.0,18.0,21.0,15.0
1233.0,1300.0,7,13.0,57.0,906,25.0,160.0,476.0,1776.0,19.0,27.0,15.0
1234.0,1295.0,226,13.0,51.0,1181,25.0,150.0,446.0,1741.0,19.0,25.0,15.0
1235.0,950.0,80,14.0,53.0,820,25.0,158.0,471.0,1421.0,15.0,27.0,11.0
1236.0,1025.0,115,17.0,66.0,1051,25.0,195.0,580.0,1605.0,18.0,33.0,12.0
1237.0,1650.0,41,17.0,68.0,793,25.0,198.0,590.0,2240.0,24.0,34.0,19.0
1238.0,2375.0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0
1239.0,1700.0,8,22.0,97.0,868,25.0,272.0,808.0,2508.0,27.0,46.0,20.0
1240.0,1550.0,10,19.0,85.0,1207,25.0,237.0,704.0,2254.0,25.0,40.0,18.0
1241.0,1294.0,263,14.0,67.0,536,25.0,182.0,540.0,1834.0,20.0,31.0,15.0
1242.0,1300.0,46,15.0,59.0,1583,25.0,173.0,515.0,1815.0,20.0,29.0,15.0
1243.0,1327.5,128,16.0,57.0,1311,25.0,175.0,520.0,1847.5,20.0,30.0,16.0
1244.0,1595.0,35,19.0,92.0,1450,25.0,248.0,738.0,2333.0,25.0,42.0,19.0
1245.0,1650.0,125,16.0,83.0,1541,25.0,218.0,649.0,2299.0,25.0,37.0,19.0
1246.0,1235.0,53,17.0,82.0,3360,25.0,222.0,659.0,1894.0,21.0,38.0,15.0
1247.0,1649.0,60,18.0,157.0,2477,26.0,352.0,1046.0,2695.0,29.0,60.0,19.0
1248.0,2200.0,73,21.0,127.0,2294,26.0,317.0,942.0,3142.0,34.0,54.0,26.0
1249.0,1598.0,97,33.0,184.0,214,26.0,472.0,1402.0,3e3,33.0,80.0,19.0
1250.0,1375.0,165,16.0,77.0,2130,26.0,208.0,619.0,1994.0,22.0,35.0,16.0
1251.0,1869.0,70,19.0,82.0,2493,26.0,232.0,689.0,2558.0,28.0,39.0,22.0
1252.0,1599.0,16,17.0,94.0,2338,26.0,242.0,719.0,2318.0,25.0,41.0,19.0
1253.0,1650.0,12,16.0,89.0,1241,26.0,228.0,679.0,2329.0,25.0,39.0,19.0
1254.0,1600.0,8,18.0,97.0,2117,26.0,252.0,748.0,2348.0,26.0,43.0,19.0
1255.0,1105.0,243,16.0,81.0,1739,26.0,215.0,639.0,1744.0,19.0,36.0,13.0
1256.0,1350.0,85,14.0,81.0,1535,26.0,205.0,610.0,1960.0,21.0,35.0,16.0
1257.0,1100.0,140,13.0,72.0,2205,26.0,185.0,550.0,1650.0,18.0,31.0,13.0
1258.0,1500.0,65,11.0,66.0,1174,26.0,165.0,491.0,1991.0,22.0,28.0,18.0
1259.0,950.0,69,11.0,59.0,1686,26.0,153.0,456.0,1406.0,15.0,26.0,11.0
1260.0,950.0,69,11.0,68.0,1194,26.0,168.0,501.0,1451.0,16.0,29.0,11.0
1261.0,965.0,52,17.0,111.0,1429,26.0,270.0,803.0,1768.0,19.0,46.0,11.0
