,HomeTAZfactor,superD_dest,taz_driving,taz_transit,commuter_count,home_lat,home_lon,dest_lat,dest_lon,line,geometry
7164,820,22.0,58.0,114.0,37,37.634231734463285,-122.03847142372881,37.899888014241476,-122.07315348823528,"LINESTRING (-122.0384714237288 37.63423173446328, -122.0731534882353 37.89988801424148)","LINESTRING (-122.0384714237288 37.63423173446328, -122.0731534882353 37.89988801424148)"
7165,820,23.0,52.0,201.0,99,37.634231734463285,-122.03847142372881,37.77613766219008,-121.94246190754131,"LINESTRING (-122.0384714237288 37.63423173446328, -121.9424619075413 37.77613766219008)","LINESTRING (-122.0384714237288 37.63423173446328, -121.9424619075413 37.77613766219008)"
7166,821,1.0,59.0,99.0,73,37.65870179069768,-122.04835785271318,37.78871765471821,-122.4090009205355,"LINESTRING (-122.0483578527132 37.65870179069768, -122.4090009205355 37.78871765471821)","LINESTRING (-122.0483578527132 37.65870179069768, -122.4090009205355 37.78871765471821)"
7167,821,5.0,41.0,136.0,27,37.65870179069768,-122.04835785271318,37.65355542190556,-122.44983365772562,"LINESTRING (-122.0483578527132 37.65870179069768, -122.4498336577256 37.65355542190556)","LINESTRING (-122.0483578527132 37.65870179069768, -122.4498336577256 37.65355542190556)"
7168,821,6.0,31.0,183.0,58,37.65870179069768,-122.04835785271318,37.54880006373962,-122.30305709289709,"LINESTRING (-122.0483578527132 37.65870179069768, -122.3030570928971 37.54880006373962)","LINESTRING (-122.0483578527132 37.65870179069768, -122.3030570928971 37.54880006373962)"
7169,821,7.0,40.0,190.0,61,37.65870179069768,-122.04835785271318,37.47214435064935,-122.21810121513269,"LINESTRING (-122.0483578527132 37.65870179069768, -122.2181012151327 37.47214435064935)","LINESTRING (-122.0483578527132 37.65870179069768, -122.2181012151327 37.47214435064935)"
7170,821,8.0,51.0,154.0,67,37.65870179069768,-122.04835785271318,37.408824697140716,-122.11019452765235,"LINESTRING (-122.0483578527132 37.65870179069768, -122.1101945276524 37.40882469714072)","LINESTRING (-122.0483578527132 37.65870179069768, -122.1101945276524 37.40882469714072)"
7171,821,9.0,52.0,178.0,76,37.65870179069768,-122.04835785271318,37.378751941477816,-121.99458476686635,"LINESTRING (-122.0483578527132 37.65870179069768, -121.9945847668664 37.37875194147782)","LINESTRING (-122.0483578527132 37.65870179069768, -121.9945847668664 37.37875194147782)"
7172,821,11.0,46.0,142.0,23,37.65870179069768,-122.04835785271318,37.320701969723494,-121.90455062285614,"LINESTRING (-122.0483578527132 37.65870179069768, -121.9045506228561 37.32070196972349)","LINESTRING (-122.0483578527132 37.65870179069768, -121.9045506228561 37.32070196972349)"
7173,821,12.0,40.0,139.0,27,37.65870179069768,-122.04835785271318,37.386196085899506,-121.8663179293355,"LINESTRING (-122.0483578527132 37.65870179069768, -121.8663179293355 37.38619608589951)","LINESTRING (-122.0483578527132 37.65870179069768, -121.8663179293355 37.38619608589951)"
7174,821,15.0,37.0,134.0,98,37.65870179069768,-122.04835785271318,37.69330928665368,-121.85978786629325,"LINESTRING (-122.0483578527132 37.65870179069768, -121.8597878662932 37.69330928665368)","LINESTRING (-122.0483578527132 37.65870179069768, -121.8597878662932 37.69330928665368)"
7175,821,16.0,31.0,82.0,206,37.65870179,-122.04835790000001,37.552456947990045,-121.99331172254456,"LINESTRING (-122.0483579 37.65870179, -121.9933117225446 37.55245694799004)","LINESTRING (-122.0483579 37.65870179, -121.9933117225446 37.55245694799004)"
7176,821,17.0,15.0,64.0,867,37.65870179,-122.04835790000001,37.68087262885739,-122.10114864275783,"LINESTRING (-122.0483579 37.65870179, -122.1011486427578 37.68087262885739)","LINESTRING (-122.0483579 37.65870179, -122.1011486427578 37.68087262885739)"
7177,821,18.0,29.0,95.0,124,37.65870179069768,-122.04835785271318,37.79525905351587,-122.23454234396392,"LINESTRING (-122.0483578527132 37.65870179069768, -122.2345423439639 37.79525905351587)","LINESTRING (-122.0483578527132 37.65870179069768, -122.2345423439639 37.79525905351587)"
7178,821,19.0,37.0,96.0,32,37.65870179069768,-122.04835785271318,37.863146545884405,-122.2741572229422,"LINESTRING (-122.0483578527132 37.65870179069768, -122.2741572229422 37.8631465458844)","LINESTRING (-122.0483578527132 37.65870179069768, -122.2741572229422 37.8631465458844)"
7179,821,23.0,38.0,209.0,44,37.65870179069768,-122.04835785271318,37.77613766219008,-121.94246190754131,"LINESTRING (-122.0483578527132 37.65870179069768, -121.9424619075413 37.77613766219008)","LINESTRING (-122.0483578527132 37.65870179069768, -121.9424619075413 37.77613766219008)"
7180,822,1.0,55.0,93.0,37,37.67181014285715,-122.04099142857143,37.78871765471821,-122.4090009205355,"LINESTRING (-122.0409914285714 37.67181014285715, -122.4090009205355 37.78871765471821)","LINESTRING (-122.0409914285714 37.67181014285715, -122.4090009205355 37.78871765471821)"
7181,822,6.0,32.0,189.0,24,37.67181014285715,-122.04099142857143,37.54880006373962,-122.30305709289709,"LINESTRING (-122.0409914285714 37.67181014285715, -122.3030570928971 37.54880006373962)","LINESTRING (-122.0409914285714 37.67181014285715, -122.3030570928971 37.54880006373962)"
7182,822,7.0,40.0,209.0,26,37.67181014285715,-122.04099142857143,37.47214435064935,-122.21810121513269,"LINESTRING (-122.0409914285714 37.67181014285715, -122.2181012151327 37.47214435064935)","LINESTRING (-122.0409914285714 37.67181014285715, -122.2181012151327 37.47214435064935)"
7183,822,8.0,44.0,193.0,23,37.67181014285715,-122.04099142857143,37.408824697140716,-122.11019452765235,"LINESTRING (-122.0409914285714 37.67181014285715, -122.1101945276524 37.40882469714072)","LINESTRING (-122.0409914285714 37.67181014285715, -122.1101945276524 37.40882469714072)"
7184,822,9.0,49.0,238.0,32,37.67181014285715,-122.04099142857143,37.378751941477816,-121.99458476686635,"LINESTRING (-122.0409914285714 37.67181014285715, -121.9945847668664 37.37875194147782)","LINESTRING (-122.0409914285714 37.67181014285715, -121.9945847668664 37.37875194147782)"
7185,822,15.0,34.0,132.0,42,37.67181014285715,-122.04099142857143,37.69330928665368,-121.85978786629325,"LINESTRING (-122.0409914285714 37.67181014285715, -121.8597878662932 37.69330928665368)","LINESTRING (-122.0409914285714 37.67181014285715, -121.8597878662932 37.69330928665368)"
7186,822,16.0,40.0,82.0,96,37.67181014285715,-122.04099142857143,37.552456947990045,-121.99331172254456,"LINESTRING (-122.0409914285714 37.67181014285715, -121.9933117225446 37.55245694799004)","LINESTRING (-122.0409914285714 37.67181014285715, -121.9933117225446 37.55245694799004)"
7187,822,17.0,13.0,71.0,402,37.67181014,-122.04099140000001,37.68087262885739,-122.10114864275783,"LINESTRING (-122.0409914 37.67181014, -122.1011486427578 37.68087262885739)","LINESTRING (-122.0409914 37.67181014, -122.1011486427578 37.68087262885739)"
7188,822,18.0,28.0,111.0,93,37.67181014285715,-122.04099142857143,37.79525905351587,-122.23454234396392,"LINESTRING (-122.0409914285714 37.67181014285715, -122.2345423439639 37.79525905351587)","LINESTRING (-122.0409914285714 37.67181014285715, -122.2345423439639 37.79525905351587)"
7189,822,19.0,35.0,103.0,31,37.67181014285715,-122.04099142857143,37.863146545884405,-122.2741572229422,"LINESTRING (-122.0409914285714 37.67181014285715, -122.2741572229422 37.8631465458844)","LINESTRING (-122.0409914285714 37.67181014285715, -122.2741572229422 37.8631465458844)"
7190,822,21.0,47.0,140.0,20,37.67181014285715,-122.04099142857143,37.97083261782925,-122.04868321114999,"LINESTRING (-122.0409914285714 37.67181014285715, -122.04868321115 37.97083261782925)","LINESTRING (-122.0409914285714 37.67181014285715, -122.04868321115 37.97083261782925)"
7191,823,1.0,54.0,76.0,86,37.67103274576271,-122.07145205084744,37.78871765471821,-122.4090009205355,"LINESTRING (-122.0714520508474 37.67103274576271, -122.4090009205355 37.78871765471821)","LINESTRING (-122.0714520508474 37.67103274576271, -122.4090009205355 37.78871765471821)"
7192,823,5.0,42.0,105.0,41,37.67103274576271,-122.07145205084744,37.65355542190556,-122.44983365772562,"LINESTRING (-122.0714520508474 37.67103274576271, -122.4498336577256 37.65355542190556)","LINESTRING (-122.0714520508474 37.67103274576271, -122.4498336577256 37.65355542190556)"
7193,823,6.0,28.0,140.0,80,37.67103274576271,-122.07145205084744,37.54880006373962,-122.30305709289709,"LINESTRING (-122.0714520508474 37.67103274576271, -122.3030570928971 37.54880006373962)","LINESTRING (-122.0714520508474 37.67103274576271, -122.3030570928971 37.54880006373962)"
7194,823,7.0,37.0,167.0,73,37.67103274576271,-122.07145205084744,37.47214435064935,-122.21810121513269,"LINESTRING (-122.0714520508474 37.67103274576271, -122.2181012151327 37.47214435064935)","LINESTRING (-122.0714520508474 37.67103274576271, -122.2181012151327 37.47214435064935)"
7195,823,8.0,48.0,133.0,64,37.67103274576271,-122.07145205084744,37.408824697140716,-122.11019452765235,"LINESTRING (-122.0714520508474 37.67103274576271, -122.1101945276524 37.40882469714072)","LINESTRING (-122.0714520508474 37.67103274576271, -122.1101945276524 37.40882469714072)"
7196,823,9.0,48.0,148.0,86,37.67103274576271,-122.07145205084744,37.378751941477816,-121.99458476686635,"LINESTRING (-122.0714520508474 37.67103274576271, -121.9945847668664 37.37875194147782)","LINESTRING (-122.0714520508474 37.67103274576271, -121.9945847668664 37.37875194147782)"
7197,823,10.0,45.0,364.0,20,37.67103274576271,-122.07145205084744,37.30109315976728,-121.98936905180128,"LINESTRING (-122.0714520508474 37.67103274576271, -121.9893690518013 37.30109315976728)","LINESTRING (-122.0714520508474 37.67103274576271, -121.9893690518013 37.30109315976728)"
7198,823,11.0,42.0,140.0,25,37.67103274576271,-122.07145205084744,37.320701969723494,-121.90455062285614,"LINESTRING (-122.0714520508474 37.67103274576271, -121.9045506228561 37.32070196972349)","LINESTRING (-122.0714520508474 37.67103274576271, -121.9045506228561 37.32070196972349)"
7199,823,12.0,37.0,128.0,29,37.67103274576271,-122.07145205084744,37.386196085899506,-121.8663179293355,"LINESTRING (-122.0714520508474 37.67103274576271, -121.8663179293355 37.38619608589951)","LINESTRING (-122.0714520508474 37.67103274576271, -121.8663179293355 37.38619608589951)"
7200,823,15.0,32.0,101.0,156,37.67103274576271,-122.07145205084744,37.69330928665368,-121.85978786629325,"LINESTRING (-122.0714520508474 37.67103274576271, -121.8597878662932 37.69330928665368)","LINESTRING (-122.0714520508474 37.67103274576271, -121.8597878662932 37.69330928665368)"
7201,823,16.0,27.0,68.0,246,37.67103275,-122.0714521,37.552456947990045,-121.99331172254456,"LINESTRING (-122.0714521 37.67103275, -121.9933117225446 37.55245694799004)","LINESTRING (-122.0714521 37.67103275, -121.9933117225446 37.55245694799004)"
7202,823,17.0,8.0,33.0,1143,37.67103275,-122.0714521,37.68087262885739,-122.10114864275783,"LINESTRING (-122.0714521 37.67103275, -122.1011486427578 37.68087262885739)","LINESTRING (-122.0714521 37.67103275, -122.1011486427578 37.68087262885739)"
7203,823,18.0,24.0,69.0,174,37.67103274576271,-122.07145205084744,37.79525905351587,-122.23454234396392,"LINESTRING (-122.0714520508474 37.67103274576271, -122.2345423439639 37.79525905351587)","LINESTRING (-122.0714520508474 37.67103274576271, -122.2345423439639 37.79525905351587)"
7204,823,19.0,33.0,83.0,43,37.67103274576271,-122.07145205084744,37.863146545884405,-122.2741572229422,"LINESTRING (-122.0714520508474 37.67103274576271, -122.2741572229422 37.8631465458844)","LINESTRING (-122.0714520508474 37.67103274576271, -122.2741572229422 37.8631465458844)"
7205,823,22.0,37.0,90.0,22,37.67103274576271,-122.07145205084744,37.899888014241476,-122.07315348823528,"LINESTRING (-122.0714520508474 37.67103274576271, -122.0731534882353 37.89988801424148)","LINESTRING (-122.0714520508474 37.67103274576271, -122.0731534882353 37.89988801424148)"
7206,823,23.0,34.0,168.0,78,37.67103274576271,-122.07145205084744,37.77613766219008,-121.94246190754131,"LINESTRING (-122.0714520508474 37.67103274576271, -121.9424619075413 37.77613766219008)","LINESTRING (-122.0714520508474 37.67103274576271, -121.9424619075413 37.77613766219008)"
7207,824,1.0,54.0,72.0,50,37.66059253125,-122.07266440625,37.78871765471821,-122.4090009205355,"LINESTRING (-122.07266440625 37.66059253125, -122.4090009205355 37.78871765471821)","LINESTRING (-122.07266440625 37.66059253125, -122.4090009205355 37.78871765471821)"
7208,824,5.0,37.0,109.0,24,37.66059253125,-122.07266440625,37.65355542190556,-122.44983365772562,"LINESTRING (-122.07266440625 37.66059253125, -122.4498336577256 37.65355542190556)","LINESTRING (-122.07266440625 37.66059253125, -122.4498336577256 37.65355542190556)"
7209,824,6.0,28.0,122.0,69,37.66059253125,-122.07266440625,37.54880006373962,-122.30305709289709,"LINESTRING (-122.07266440625 37.66059253125, -122.3030570928971 37.54880006373962)","LINESTRING (-122.07266440625 37.66059253125, -122.3030570928971 37.54880006373962)"
7210,824,7.0,37.0,167.0,60,37.66059253125,-122.07266440625,37.47214435064935,-122.21810121513269,"LINESTRING (-122.07266440625 37.66059253125, -122.2181012151327 37.47214435064935)","LINESTRING (-122.07266440625 37.66059253125, -122.2181012151327 37.47214435064935)"
7211,824,8.0,48.0,133.0,58,37.66059253125,-122.07266440625,37.408824697140716,-122.11019452765235,"LINESTRING (-122.07266440625 37.66059253125, -122.1101945276524 37.40882469714072)","LINESTRING (-122.07266440625 37.66059253125, -122.1101945276524 37.40882469714072)"
7212,824,9.0,48.0,148.0,67,37.66059253125,-122.07266440625,37.378751941477816,-121.99458476686635,"LINESTRING (-122.07266440625 37.66059253125, -121.9945847668664 37.37875194147782)","LINESTRING (-122.07266440625 37.66059253125, -121.9945847668664 37.37875194147782)"
7213,824,11.0,44.0,137.0,22,37.66059253125,-122.07266440625,37.320701969723494,-121.90455062285614,"LINESTRING (-122.07266440625 37.66059253125, -121.9045506228561 37.32070196972349)","LINESTRING (-122.07266440625 37.66059253125, -121.9045506228561 37.32070196972349)"
7214,824,15.0,35.0,101.0,108,37.66059253125,-122.07266440625,37.69330928665368,-121.85978786629325,"LINESTRING (-122.07266440625 37.66059253125, -121.8597878662932 37.69330928665368)","LINESTRING (-122.07266440625 37.66059253125, -121.8597878662932 37.69330928665368)"
7215,824,16.0,27.0,58.0,205,37.66059253,-122.07266440000001,37.552456947990045,-121.99331172254456,"LINESTRING (-122.0726644 37.66059253, -121.9933117225446 37.55245694799004)","LINESTRING (-122.0726644 37.66059253, -121.9933117225446 37.55245694799004)"
7216,824,17.0,11.0,29.0,995,37.66059253,-122.07266440000001,37.68087262885739,-122.10114864275783,"LINESTRING (-122.0726644 37.66059253, -122.1011486427578 37.68087262885739)","LINESTRING (-122.0726644 37.66059253, -122.1011486427578 37.68087262885739)"
7217,824,18.0,28.0,70.0,117,37.66059253125,-122.07266440625,37.79525905351587,-122.23454234396392,"LINESTRING (-122.07266440625 37.66059253125, -122.2345423439639 37.79525905351587)","LINESTRING (-122.07266440625 37.66059253125, -122.2345423439639 37.79525905351587)"
7218,824,19.0,33.0,69.0,20,37.66059253125,-122.07266440625,37.863146545884405,-122.2741572229422,"LINESTRING (-122.07266440625 37.66059253125, -122.2741572229422 37.8631465458844)","LINESTRING (-122.07266440625 37.66059253125, -122.2741572229422 37.8631465458844)"
7219,824,22.0,41.0,88.0,22,37.66059253125,-122.07266440625,37.899888014241476,-122.07315348823528,"LINESTRING (-122.07266440625 37.66059253125, -122.0731534882353 37.89988801424148)","LINESTRING (-122.07266440625 37.66059253125, -122.0731534882353 37.89988801424148)"
7220,824,23.0,37.0,167.0,44,37.66059253125,-122.07266440625,37.77613766219008,-121.94246190754131,"LINESTRING (-122.07266440625 37.66059253125, -121.9424619075413 37.77613766219008)","LINESTRING (-122.07266440625 37.66059253125, -121.9424619075413 37.77613766219008)"
7221,825,1.0,54.0,80.0,61,37.655807,-122.07705238888887,37.78871765471821,-122.4090009205355,"LINESTRING (-122.0770523888889 37.655807, -122.4090009205355 37.78871765471821)","LINESTRING (-122.0770523888889 37.655807, -122.4090009205355 37.78871765471821)"
7222,825,5.0,35.0,118.0,35,37.655807,-122.07705238888887,37.65355542190556,-122.44983365772562,"LINESTRING (-122.0770523888889 37.655807, -122.4498336577256 37.65355542190556)","LINESTRING (-122.0770523888889 37.655807, -122.4498336577256 37.65355542190556)"
7223,825,6.0,26.0,130.0,57,37.655807,-122.07705238888887,37.54880006373962,-122.30305709289709,"LINESTRING (-122.0770523888889 37.655807, -122.3030570928971 37.54880006373962)","LINESTRING (-122.0770523888889 37.655807, -122.3030570928971 37.54880006373962)"
7224,825,7.0,35.0,166.0,50,37.655807,-122.07705238888887,37.47214435064935,-122.21810121513269,"LINESTRING (-122.0770523888889 37.655807, -122.2181012151327 37.47214435064935)","LINESTRING (-122.0770523888889 37.655807, -122.2181012151327 37.47214435064935)"
7225,825,8.0,46.0,158.0,62,37.655807,-122.07705238888887,37.408824697140716,-122.11019452765235,"LINESTRING (-122.0770523888889 37.655807, -122.1101945276524 37.40882469714072)","LINESTRING (-122.0770523888889 37.655807, -122.1101945276524 37.40882469714072)"
7226,825,9.0,46.0,154.0,81,37.655807,-122.07705238888887,37.378751941477816,-121.99458476686635,"LINESTRING (-122.0770523888889 37.655807, -121.9945847668664 37.37875194147782)","LINESTRING (-122.0770523888889 37.655807, -121.9945847668664 37.37875194147782)"
7227,825,12.0,34.0,134.0,31,37.655807,-122.07705238888887,37.386196085899506,-121.8663179293355,"LINESTRING (-122.0770523888889 37.655807, -121.8663179293355 37.38619608589951)","LINESTRING (-122.0770523888889 37.655807, -121.8663179293355 37.38619608589951)"
7228,825,15.0,38.0,107.0,79,37.655807,-122.07705238888887,37.69330928665368,-121.85978786629325,"LINESTRING (-122.0770523888889 37.655807, -121.8597878662932 37.69330928665368)","LINESTRING (-122.0770523888889 37.655807, -121.8597878662932 37.69330928665368)"
7229,825,16.0,25.0,66.0,237,37.655807,-122.0770524,37.552456947990045,-121.99331172254456,"LINESTRING (-122.0770524 37.655807, -121.9933117225446 37.55245694799004)","LINESTRING (-122.0770524 37.655807, -121.9933117225446 37.55245694799004)"
7230,825,17.0,9.0,37.0,1221,37.655807,-122.0770524,37.68087262885739,-122.10114864275783,"LINESTRING (-122.0770524 37.655807, -122.1011486427578 37.68087262885739)","LINESTRING (-122.0770524 37.655807, -122.1011486427578 37.68087262885739)"
7231,825,18.0,27.0,82.0,104,37.655807,-122.07705238888887,37.79525905351587,-122.23454234396392,"LINESTRING (-122.0770523888889 37.655807, -122.2345423439639 37.79525905351587)","LINESTRING (-122.0770523888889 37.655807, -122.2345423439639 37.79525905351587)"
7232,825,19.0,37.0,58.0,39,37.655807,-122.07705238888887,37.863146545884405,-122.2741572229422,"LINESTRING (-122.0770523888889 37.655807, -122.2741572229422 37.8631465458844)","LINESTRING (-122.0770523888889 37.655807, -122.2741572229422 37.8631465458844)"
7233,825,23.0,32.0,147.0,30,37.655807,-122.07705238888887,37.77613766219008,-121.94246190754131,"LINESTRING (-122.0770523888889 37.655807, -121.9424619075413 37.77613766219008)","LINESTRING (-122.0770523888889 37.655807, -121.9424619075413 37.77613766219008)"
7234,826,1.0,52.0,86.0,48,37.64915526,-122.08818813,37.78871765471821,-122.4090009205355,"LINESTRING (-122.08818813 37.64915526, -122.4090009205355 37.78871765471821)","LINESTRING (-122.08818813 37.64915526, -122.4090009205355 37.78871765471821)"
7235,826,5.0,32.0,121.0,28,37.64915526,-122.08818813,37.65355542190556,-122.44983365772562,"LINESTRING (-122.08818813 37.64915526, -122.4498336577256 37.65355542190556)","LINESTRING (-122.08818813 37.64915526, -122.4498336577256 37.65355542190556)"
7236,826,6.0,23.0,152.0,56,37.64915526,-122.08818813,37.54880006373962,-122.30305709289709,"LINESTRING (-122.08818813 37.64915526, -122.3030570928971 37.54880006373962)","LINESTRING (-122.08818813 37.64915526, -122.3030570928971 37.54880006373962)"
7237,826,7.0,32.0,188.0,50,37.64915526,-122.08818813,37.47214435064935,-122.21810121513269,"LINESTRING (-122.08818813 37.64915526, -122.2181012151327 37.47214435064935)","LINESTRING (-122.08818813 37.64915526, -122.2181012151327 37.47214435064935)"
7238,826,8.0,43.0,143.0,49,37.64915526,-122.08818813,37.408824697140716,-122.11019452765235,"LINESTRING (-122.08818813 37.64915526, -122.1101945276524 37.40882469714072)","LINESTRING (-122.08818813 37.64915526, -122.1101945276524 37.40882469714072)"
7239,826,9.0,44.0,161.0,64,37.64915526,-122.08818813,37.378751941477816,-121.99458476686635,"LINESTRING (-122.08818813 37.64915526, -121.9945847668664 37.37875194147782)","LINESTRING (-122.08818813 37.64915526, -121.9945847668664 37.37875194147782)"
7240,826,12.0,32.0,134.0,24,37.64915526,-122.08818813,37.386196085899506,-121.8663179293355,"LINESTRING (-122.08818813 37.64915526, -121.8663179293355 37.38619608589951)","LINESTRING (-122.08818813 37.64915526, -121.8663179293355 37.38619608589951)"
7241,826,15.0,44.0,132.0,81,37.64915526,-122.08818813,37.69330928665368,-121.85978786629325,"LINESTRING (-122.08818813 37.64915526, -121.8597878662932 37.69330928665368)","LINESTRING (-122.08818813 37.64915526, -121.8597878662932 37.69330928665368)"
7242,826,16.0,26.0,55.0,179,37.64915526,-122.08818813,37.552456947990045,-121.99331172254456,"LINESTRING (-122.08818813 37.64915526, -121.9933117225446 37.55245694799004)","LINESTRING (-122.08818813 37.64915526, -121.9933117225446 37.55245694799004)"
7243,826,17.0,11.0,52.0,979,37.64915526,-122.08818810000001,37.68087262885739,-122.10114864275783,"LINESTRING (-122.0881881 37.64915526, -122.1011486427578 37.68087262885739)","LINESTRING (-122.0881881 37.64915526, -122.1011486427578 37.68087262885739)"
7244,826,18.0,28.0,80.0,94,37.64915526,-122.08818813,37.79525905351587,-122.23454234396392,"LINESTRING (-122.08818813 37.64915526, -122.2345423439639 37.79525905351587)","LINESTRING (-122.08818813 37.64915526, -122.2345423439639 37.79525905351587)"
7245,826,23.0,43.0,187.0,50,37.64915526,-122.08818813,37.77613766219008,-121.94246190754131,"LINESTRING (-122.08818813 37.64915526, -121.9424619075413 37.77613766219008)","LINESTRING (-122.08818813 37.64915526, -121.9424619075413 37.77613766219008)"
7246,827,1.0,50.0,87.0,47,37.65078585714286,-122.09191460714285,37.78871765471821,-122.4090009205355,"LINESTRING (-122.0919146071429 37.65078585714286, -122.4090009205355 37.78871765471821)","LINESTRING (-122.0919146071429 37.65078585714286, -122.4090009205355 37.78871765471821)"
7247,827,5.0,30.0,116.0,23,37.65078585714286,-122.09191460714285,37.65355542190556,-122.44983365772562,"LINESTRING (-122.0919146071429 37.65078585714286, -122.4498336577256 37.65355542190556)","LINESTRING (-122.0919146071429 37.65078585714286, -122.4498336577256 37.65355542190556)"
7248,827,6.0,20.0,160.0,39,37.65078585714286,-122.09191460714285,37.54880006373962,-122.30305709289709,"LINESTRING (-122.0919146071429 37.65078585714286, -122.3030570928971 37.54880006373962)","LINESTRING (-122.0919146071429 37.65078585714286, -122.3030570928971 37.54880006373962)"
7249,827,7.0,29.0,167.0,53,37.65078585714286,-122.09191460714285,37.47214435064935,-122.21810121513269,"LINESTRING (-122.0919146071429 37.65078585714286, -122.2181012151327 37.47214435064935)","LINESTRING (-122.0919146071429 37.65078585714286, -122.2181012151327 37.47214435064935)"
7250,827,8.0,40.0,147.0,45,37.65078585714286,-122.09191460714285,37.408824697140716,-122.11019452765235,"LINESTRING (-122.0919146071429 37.65078585714286, -122.1101945276524 37.40882469714072)","LINESTRING (-122.0919146071429 37.65078585714286, -122.1101945276524 37.40882469714072)"
7251,827,9.0,41.0,162.0,51,37.65078585714286,-122.09191460714285,37.378751941477816,-121.99458476686635,"LINESTRING (-122.0919146071429 37.65078585714286, -121.9945847668664 37.37875194147782)","LINESTRING (-122.0919146071429 37.65078585714286, -121.9945847668664 37.37875194147782)"
7252,827,15.0,40.0,123.0,54,37.65078585714286,-122.09191460714285,37.69330928665368,-121.85978786629325,"LINESTRING (-122.0919146071429 37.65078585714286, -121.8597878662932 37.69330928665368)","LINESTRING (-122.0919146071429 37.65078585714286, -121.8597878662932 37.69330928665368)"
7253,827,16.0,23.0,58.0,144,37.65078585714286,-122.09191460714285,37.552456947990045,-121.99331172254456,"LINESTRING (-122.0919146071429 37.65078585714286, -121.9933117225446 37.55245694799004)","LINESTRING (-122.0919146071429 37.65078585714286, -121.9933117225446 37.55245694799004)"
7254,827,17.0,10.0,46.0,658,37.65078586,-122.0919146,37.68087262885739,-122.10114864275783,"LINESTRING (-122.0919146 37.65078586, -122.1011486427578 37.68087262885739)","LINESTRING (-122.0919146 37.65078586, -122.1011486427578 37.68087262885739)"
7255,827,18.0,26.0,67.0,107,37.65078585714286,-122.09191460714285,37.79525905351587,-122.23454234396392,"LINESTRING (-122.0919146071429 37.65078585714286, -122.2345423439639 37.79525905351587)","LINESTRING (-122.0919146071429 37.65078585714286, -122.2345423439639 37.79525905351587)"
7256,827,19.0,31.0,76.0,23,37.65078585714286,-122.09191460714285,37.863146545884405,-122.2741572229422,"LINESTRING (-122.0919146071429 37.65078585714286, -122.2741572229422 37.8631465458844)","LINESTRING (-122.0919146071429 37.65078585714286, -122.2741572229422 37.8631465458844)"
7257,827,23.0,32.0,154.0,26,37.65078585714286,-122.09191460714285,37.77613766219008,-121.94246190754131,"LINESTRING (-122.0919146071429 37.65078585714286, -121.9424619075413 37.77613766219008)","LINESTRING (-122.0919146071429 37.65078585714286, -121.9424619075413 37.77613766219008)"
7258,828,1.0,50.0,62.0,52,37.66632267073171,-122.08912219512196,37.78871765471821,-122.4090009205355,"LINESTRING (-122.089122195122 37.66632267073171, -122.4090009205355 37.78871765471821)","LINESTRING (-122.089122195122 37.66632267073171, -122.4090009205355 37.78871765471821)"
7259,828,3.0,42.0,58.0,20,37.66632267073171,-122.08912219512196,37.75073743885415,-122.42052814221316,"LINESTRING (-122.089122195122 37.66632267073171, -122.4205281422132 37.75073743885415)","LINESTRING (-122.089122195122 37.66632267073171, -122.4205281422132 37.75073743885415)"
7260,828,5.0,34.0,98.0,30,37.66632267073171,-122.08912219512196,37.65355542190556,-122.44983365772562,"LINESTRING (-122.089122195122 37.66632267073171, -122.4498336577256 37.65355542190556)","LINESTRING (-122.089122195122 37.66632267073171, -122.4498336577256 37.65355542190556)"
7261,828,6.0,24.0,141.0,67,37.66632267073171,-122.08912219512196,37.54880006373962,-122.30305709289709,"LINESTRING (-122.089122195122 37.66632267073171, -122.3030570928971 37.54880006373962)","LINESTRING (-122.089122195122 37.66632267073171, -122.3030570928971 37.54880006373962)"
7262,828,7.0,33.0,165.0,73,37.66632267073171,-122.08912219512196,37.47214435064935,-122.21810121513269,"LINESTRING (-122.089122195122 37.66632267073171, -122.2181012151327 37.47214435064935)","LINESTRING (-122.089122195122 37.66632267073171, -122.2181012151327 37.47214435064935)"
7263,828,8.0,45.0,120.0,69,37.66632267073171,-122.08912219512196,37.408824697140716,-122.11019452765235,"LINESTRING (-122.089122195122 37.66632267073171, -122.1101945276524 37.40882469714072)","LINESTRING (-122.089122195122 37.66632267073171, -122.1101945276524 37.40882469714072)"
7264,828,9.0,45.0,135.0,79,37.66632267073171,-122.08912219512196,37.378751941477816,-121.99458476686635,"LINESTRING (-122.089122195122 37.66632267073171, -121.9945847668664 37.37875194147782)","LINESTRING (-122.089122195122 37.66632267073171, -121.9945847668664 37.37875194147782)"
7265,828,11.0,38.0,118.0,25,37.66632267073171,-122.08912219512196,37.320701969723494,-121.90455062285614,"LINESTRING (-122.089122195122 37.66632267073171, -121.9045506228561 37.32070196972349)","LINESTRING (-122.089122195122 37.66632267073171, -121.9045506228561 37.32070196972349)"
7266,828,12.0,33.0,97.0,24,37.66632267073171,-122.08912219512196,37.386196085899506,-121.8663179293355,"LINESTRING (-122.089122195122 37.66632267073171, -121.8663179293355 37.38619608589951)","LINESTRING (-122.089122195122 37.66632267073171, -121.8663179293355 37.38619608589951)"
